X,Y,Z,FALL,ACTION
0.00,0.00,1.00,True,FALLING_BACKWARDS
-0.00,0.01,1.00,True,FALLING_BACKWARDS
-0.24,-0.03,1.39,True,FALLING_BACKWARDS
-0.64,0.10,1.19,True,FALLING_BACKWARDS
-0.78,0.11,0.95,True,FALLING_BACKWARDS
-0.81,0.26,0.95,True,FALLING_BACKWARDS
-0.77,0.27,0.77,True,FALLING_BACKWARDS
-0.71,0.35,0.59,True,FALLING_BACKWARDS
-0.59,0.43,0.54,True,FALLING_BACKWARDS
-0.72,0.50,0.33,True,FALLING_BACKWARDS
-0.83,0.56,0.24,True,FALLING_BACKWARDS
-0.50,0.25,0.23,True,FALLING_BACKWARDS
-0.64,0.37,-0.03,True,FALLING_BACKWARDS
-0.41,0.25,0.19,True,FALLING_BACKWARDS
-0.27,0.47,0.17,True,FALLING_BACKWARDS
-0.01,0.63,0.56,True,FALLING_BACKWARDS
0.12,0.72,0.40,True,FALLING_BACKWARDS
0.28,0.49,0.22,True,FALLING_BACKWARDS
0.40,0.31,0.23,True,FALLING_BACKWARDS
0.29,0.57,0.46,True,FALLING_BACKWARDS
0.27,0.30,0.33,True,FALLING_BACKWARDS
0.26,0.59,0.39,True,FALLING_BACKWARDS
0.26,0.33,0.75,True,FALLING_BACKWARDS
0.15,1.01,1.48,True,FALLING_BACKWARDS
0.65,0.11,1.21,True,FALLING_BACKWARDS
-0.15,1.20,1.58,True,FALLING_BACKWARDS
0.10,0.76,0.88,True,FALLING_BACKWARDS
-0.17,0.45,1.14,True,FALLING_BACKWARDS
0.25,-0.06,0.28,True,FALLING_BACKWARDS
0.30,0.48,1.85,True,FALLING_BACKWARDS
0.03,-0.36,0.65,True,FALLING_BACKWARDS
0.68,-0.51,1.92,True,FALLING_BACKWARDS
0.18,-0.38,0.07,True,FALLING_BACKWARDS
0.22,-0.18,1.41,True,FALLING_BACKWARDS
0.25,-0.68,0.51,True,FALLING_BACKWARDS
0.80,-0.67,1.92,True,FALLING_BACKWARDS
1.00,-0.94,0.38,True,FALLING_BACKWARDS
-0.00,-0.05,0.82,True,FALLING_BACKWARDS
0.53,-0.75,1.35,True,FALLING_BACKWARDS
0.40,-0.40,1.11,True,FALLING_BACKWARDS
0.26,-0.32,0.68,True,FALLING_BACKWARDS
-0.04,-0.25,0.89,True,FALLING_BACKWARDS
0.28,-0.53,0.98,True,FALLING_BACKWARDS
-0.18,-0.17,0.80,True,FALLING_BACKWARDS
0.17,-0.31,0.96,True,FALLING_BACKWARDS
-0.11,-0.24,0.80,True,FALLING_BACKWARDS
0.10,-0.71,1.37,True,FALLING_BACKWARDS
0.13,-0.27,0.70,True,FALLING_BACKWARDS
0.18,-0.07,1.14,True,FALLING_BACKWARDS
0.25,-0.28,0.91,True,FALLING_BACKWARDS
0.17,-0.17,1.05,True,FALLING_BACKWARDS
0.27,-0.33,0.88,True,FALLING_BACKWARDS
0.28,-0.31,0.95,True,FALLING_BACKWARDS
0.11,-0.20,0.96,True,FALLING_BACKWARDS
0.15,-0.22,1.01,True,FALLING_BACKWARDS
0.13,-0.23,0.92,True,FALLING_BACKWARDS
0.19,-0.25,1.05,True,FALLING_BACKWARDS
0.11,-0.22,0.90,True,FALLING_BACKWARDS
0.12,-0.28,0.88,True,FALLING_BACKWARDS
0.14,-0.22,1.12,True,FALLING_BACKWARDS
0.09,-0.23,0.95,True,FALLING_BACKWARDS
0.09,-0.16,1.04,True,FALLING_BACKWARDS
0.07,-0.21,0.96,True,FALLING_BACKWARDS
