X,Y,Z,FALL,ACTION
0.00,-0.00,1.00,True,FALLING_BACKWARDS
-0.36,-0.03,1.25,True,FALLING_BACKWARDS
-0.02,0.12,1.29,True,FALLING_BACKWARDS
-0.39,0.02,1.14,True,FALLING_BACKWARDS
-0.04,0.31,0.90,True,FALLING_BACKWARDS
-0.43,0.11,1.19,True,FALLING_BACKWARDS
-0.53,0.21,0.97,True,FALLING_BACKWARDS
-0.43,0.02,0.79,True,FALLING_BACKWARDS
-0.48,-0.07,0.63,True,FALLING_BACKWARDS
-0.60,0.17,0.84,True,FALLING_BACKWARDS
-0.62,0.17,0.94,True,FALLING_BACKWARDS
-0.53,0.49,0.48,True,FALLING_BACKWARDS
-0.22,0.68,0.33,True,FALLING_BACKWARDS
-0.25,0.50,0.41,True,FALLING_BACKWARDS
0.35,0.63,0.25,True,FALLING_BACKWARDS
-0.19,0.44,0.14,True,FALLING_BACKWARDS
-0.04,0.24,0.34,True,FALLING_BACKWARDS
0.11,0.12,0.79,True,FALLING_BACKWARDS
-0.71,0.56,0.74,True,FALLING_BACKWARDS
0.13,0.32,1.02,True,FALLING_BACKWARDS
0.07,0.86,0.67,True,FALLING_BACKWARDS
0.64,0.54,1.32,True,FALLING_BACKWARDS
0.11,0.51,0.54,True,FALLING_BACKWARDS
0.36,0.01,1.86,True,FALLING_BACKWARDS
-0.14,0.43,0.41,True,FALLING_BACKWARDS
-0.41,0.24,1.08,True,FALLING_BACKWARDS
0.11,0.18,0.73,True,FALLING_BACKWARDS
-0.03,0.29,0.99,True,FALLING_BACKWARDS
0.11,-0.45,1.06,True,FALLING_BACKWARDS
-0.03,-0.53,1.88,True,FALLING_BACKWARDS
-0.63,-0.32,0.97,True,FALLING_BACKWARDS
0.78,-1.34,1.60,True,FALLING_BACKWARDS
-0.02,-0.56,0.80,True,FALLING_BACKWARDS
-0.09,-0.40,1.46,True,FALLING_BACKWARDS
-0.09,-0.61,0.76,True,FALLING_BACKWARDS
-0.15,-0.42,0.97,True,FALLING_BACKWARDS
0.25,-0.35,1.04,True,FALLING_BACKWARDS
-0.05,-0.37,0.86,True,FALLING_BACKWARDS
-0.25,-0.48,0.98,True,FALLING_BACKWARDS
-0.41,-0.14,1.39,True,FALLING_BACKWARDS
-0.27,-0.18,0.78,True,FALLING_BACKWARDS
-0.17,-0.04,0.75,True,FALLING_BACKWARDS
-0.07,-0.12,1.02,True,FALLING_BACKWARDS
-0.04,-0.14,0.88,True,FALLING_BACKWARDS
-0.02,-0.10,1.05,True,FALLING_BACKWARDS
-0.15,-0.01,0.98,True,FALLING_BACKWARDS
-0.15,0.01,1.00,True,FALLING_BACKWARDS
-0.12,-0.02,0.91,True,FALLING_BACKWARDS
-0.07,0.03,1.04,True,FALLING_BACKWARDS
-0.03,-0.03,0.97,True,FALLING_BACKWARDS
-0.02,-0.04,1.00,True,FALLING_BACKWARDS
0.08,-0.06,0.99,True,FALLING_BACKWARDS
-0.05,-0.05,0.98,True,FALLING_BACKWARDS
-0.04,-0.06,0.97,True,FALLING_BACKWARDS
0.05,-0.19,1.01,True,FALLING_BACKWARDS
-0.09,-0.03,1.15,True,FALLING_BACKWARDS
-0.09,-0.13,0.99,True,FALLING_BACKWARDS
