X,Y,Z,FALL,ACTION
-0.01,-0.01,1.00,True,FALLING_BACKWARDS
-0.07,-0.00,0.99,True,FALLING_BACKWARDS
-0.08,-0.01,0.99,True,FALLING_BACKWARDS
-0.09,0.00,0.99,True,FALLING_BACKWARDS
-0.16,-0.02,0.98,True,FALLING_BACKWARDS
-0.08,-0.02,1.00,True,FALLING_BACKWARDS
-0.30,-0.01,1.06,True,FALLING_BACKWARDS
-0.44,0.16,1.29,True,FALLING_BACKWARDS
-0.54,0.07,1.07,True,FALLING_BACKWARDS
-0.63,0.48,0.96,True,FALLING_BACKWARDS
-0.65,0.42,0.80,True,FALLING_BACKWARDS
-0.52,0.29,0.38,True,FALLING_BACKWARDS
-0.36,0.32,0.44,True,FALLING_BACKWARDS
-0.35,0.39,0.58,True,FALLING_BACKWARDS
-0.49,0.40,0.54,True,FALLING_BACKWARDS
-0.51,0.38,0.55,True,FALLING_BACKWARDS
-0.67,0.40,0.51,True,FALLING_BACKWARDS
-0.76,0.48,0.55,True,FALLING_BACKWARDS
-0.60,0.37,0.55,True,FALLING_BACKWARDS
-0.50,0.39,0.48,True,FALLING_BACKWARDS
-0.34,0.38,0.55,True,FALLING_BACKWARDS
-0.23,0.18,0.73,True,FALLING_BACKWARDS
-0.00,0.32,1.08,True,FALLING_BACKWARDS
-0.42,0.58,0.45,True,FALLING_BACKWARDS
-0.56,0.48,1.48,True,FALLING_BACKWARDS
-0.27,1.05,1.39,True,FALLING_BACKWARDS
-0.50,0.49,0.57,True,FALLING_BACKWARDS
-0.61,1.43,0.41,True,FALLING_BACKWARDS
-0.79,1.14,0.25,True,FALLING_BACKWARDS
-0.78,0.65,0.53,True,FALLING_BACKWARDS
-0.37,-0.06,0.58,True,FALLING_BACKWARDS
0.25,-0.05,0.65,True,FALLING_BACKWARDS
-0.32,0.64,-0.14,True,FALLING_BACKWARDS
0.39,-0.10,0.95,True,FALLING_BACKWARDS
0.00,-0.80,0.74,True,FALLING_BACKWARDS
0.07,0.00,1.92,True,FALLING_BACKWARDS
0.08,-0.19,1.65,True,FALLING_BACKWARDS
0.38,0.02,1.92,True,FALLING_BACKWARDS
0.27,-0.68,0.11,True,FALLING_BACKWARDS
0.80,-0.30,1.51,True,FALLING_BACKWARDS
0.85,-1.27,0.34,True,FALLING_BACKWARDS
0.27,-0.09,0.60,True,FALLING_BACKWARDS
0.62,-0.86,0.81,True,FALLING_BACKWARDS
0.18,-0.27,0.66,True,FALLING_BACKWARDS
0.75,-1.05,0.87,True,FALLING_BACKWARDS
0.16,-0.26,0.84,True,FALLING_BACKWARDS
0.36,-0.23,1.43,True,FALLING_BACKWARDS
0.08,-0.41,0.66,True,FALLING_BACKWARDS
0.22,-0.82,0.36,True,FALLING_BACKWARDS
0.27,-0.72,0.55,True,FALLING_BACKWARDS
0.17,-0.71,0.67,True,FALLING_BACKWARDS
0.18,-0.58,1.08,True,FALLING_BACKWARDS
0.18,-0.68,0.78,True,FALLING_BACKWARDS
0.16,-0.67,0.58,True,FALLING_BACKWARDS
0.09,-0.60,0.72,True,FALLING_BACKWARDS
0.03,-0.70,0.72,True,FALLING_BACKWARDS
0.15,-0.72,0.85,True,FALLING_BACKWARDS
0.04,-0.79,0.80,True,FALLING_BACKWARDS
0.17,-0.80,0.88,True,FALLING_BACKWARDS
-0.02,-0.74,0.66,True,FALLING_BACKWARDS
0.08,-0.74,0.75,True,FALLING_BACKWARDS
0.18,-0.86,0.84,True,FALLING_BACKWARDS
0.03,-0.77,0.94,True,FALLING_BACKWARDS
