X,Y,Z,FALL,ACTION
0.00,0.00,1.00,True,FALLING_BACKWARDS
-0.03,-0.02,1.00,True,FALLING_BACKWARDS
-0.03,-0.02,1.00,True,FALLING_BACKWARDS
-0.20,-0.35,1.54,True,FALLING_BACKWARDS
-0.15,-0.43,1.23,True,FALLING_BACKWARDS
-0.23,-0.34,1.26,True,FALLING_BACKWARDS
-0.26,-0.05,0.87,True,FALLING_BACKWARDS
-0.17,-0.02,0.85,True,FALLING_BACKWARDS
0.04,0.08,0.88,True,FALLING_BACKWARDS
0.02,0.31,0.90,True,FALLING_BACKWARDS
0.11,0.31,1.00,True,FALLING_BACKWARDS
0.04,0.34,0.73,True,FALLING_BACKWARDS
0.04,0.37,0.63,True,FALLING_BACKWARDS
0.06,0.43,0.75,True,FALLING_BACKWARDS
0.14,0.33,0.71,True,FALLING_BACKWARDS
0.16,0.53,0.69,True,FALLING_BACKWARDS
0.19,0.44,0.71,True,FALLING_BACKWARDS
-0.11,0.89,0.61,True,FALLING_BACKWARDS
-0.14,0.57,0.78,True,FALLING_BACKWARDS
-0.35,0.64,0.55,True,FALLING_BACKWARDS
-0.17,0.59,0.38,True,FALLING_BACKWARDS
0.33,0.88,0.66,True,FALLING_BACKWARDS
0.37,1.14,1.00,True,FALLING_BACKWARDS
-0.29,1.31,1.26,True,FALLING_BACKWARDS
-0.19,0.36,1.20,True,FALLING_BACKWARDS
0.78,0.08,1.70,True,FALLING_BACKWARDS
0.67,-0.02,0.02,True,FALLING_BACKWARDS
-0.57,0.87,0.38,True,FALLING_BACKWARDS
0.44,-0.01,0.95,True,FALLING_BACKWARDS
-0.29,-0.16,-0.03,True,FALLING_BACKWARDS
-0.29,-0.38,1.07,True,FALLING_BACKWARDS
-0.05,-0.53,1.11,True,FALLING_BACKWARDS
0.37,-0.81,1.07,True,FALLING_BACKWARDS
0.47,-0.32,0.86,True,FALLING_BACKWARDS
0.89,-0.52,0.28,True,FALLING_BACKWARDS
0.40,-0.26,1.34,True,FALLING_BACKWARDS
1.10,-0.84,0.67,True,FALLING_BACKWARDS
0.89,-0.34,0.62,True,FALLING_BACKWARDS
0.61,-0.78,1.24,True,FALLING_BACKWARDS
0.89,-1.52,0.49,True,FALLING_BACKWARDS
-0.04,-1.81,1.92,True,FALLING_BACKWARDS
0.66,-0.63,0.63,True,FALLING_BACKWARDS
0.14,-0.43,0.70,True,FALLING_BACKWARDS
0.20,-0.58,0.99,True,FALLING_BACKWARDS
-0.28,-0.34,0.71,True,FALLING_BACKWARDS
0.12,-0.21,1.29,True,FALLING_BACKWARDS
0.17,-0.38,0.81,True,FALLING_BACKWARDS
0.17,-0.34,0.93,True,FALLING_BACKWARDS
-0.06,-0.46,0.77,True,FALLING_BACKWARDS
0.03,-0.22,1.18,True,FALLING_BACKWARDS
0.18,-0.34,0.99,True,FALLING_BACKWARDS
0.03,-0.15,0.98,True,FALLING_BACKWARDS
0.14,-0.24,0.91,True,FALLING_BACKWARDS
0.07,-0.20,1.01,True,FALLING_BACKWARDS
0.26,-0.20,1.24,True,FALLING_BACKWARDS
