X,Y,Z,FALL,ACTION
0.33,0.10,1.08,False,HAND_WAVING
0.39,-0.13,1.28,False,HAND_WAVING
0.74,-0.26,1.23,False,HAND_WAVING
0.88,-0.02,1.24,False,HAND_WAVING
0.66,-0.65,0.54,False,HAND_WAVING
0.75,-0.52,0.44,False,HAND_WAVING
0.79,-0.67,-0.11,False,HAND_WAVING
0.53,-0.73,0.23,False,HAND_WAVING
0.95,-0.66,-0.36,False,HAND_WAVING
0.37,-0.43,-0.22,False,HAND_WAVING
0.91,-0.53,-0.44,False,HAND_WAVING
0.69,-1.01,-0.74,False,HAND_WAVING
0.57,-0.48,-0.47,False,HAND_WAVING
0.74,-0.63,-0.18,False,HAND_WAVING
0.45,-0.65,-0.44,False,HAND_WAVING
0.57,-0.58,-0.56,False,HAND_WAVING
1.01,-0.40,-0.62,False,HAND_WAVING
0.89,-0.43,-0.55,False,HAND_WAVING
0.59,-0.42,-0.38,False,HAND_WAVING
0.35,-0.29,-0.15,False,HAND_WAVING
0.29,-0.28,0.06,False,HAND_WAVING
-0.05,-0.17,0.34,False,HAND_WAVING
0.19,-0.26,0.59,False,HAND_WAVING
0.28,-0.09,1.08,False,HAND_WAVING
1.04,0.08,0.97,False,HAND_WAVING
1.39,-0.59,1.41,False,HAND_WAVING
2.08,-0.39,1.27,False,HAND_WAVING
2.08,-0.29,0.85,False,HAND_WAVING
2.08,-0.43,0.92,False,HAND_WAVING
1.73,-0.39,0.60,False,HAND_WAVING
1.53,-0.34,0.36,False,HAND_WAVING
1.47,0.11,0.18,False,HAND_WAVING
1.36,0.35,0.01,False,HAND_WAVING
0.97,0.38,0.12,False,HAND_WAVING
0.90,0.13,0.23,False,HAND_WAVING
1.13,0.03,0.29,False,HAND_WAVING
1.26,0.34,0.45,False,HAND_WAVING
1.47,-0.00,1.07,False,HAND_WAVING
2.08,-0.12,1.00,False,HAND_WAVING
1.71,0.58,0.90,False,HAND_WAVING
1.56,0.48,0.99,False,HAND_WAVING
1.35,0.82,0.63,False,HAND_WAVING
1.13,0.76,0.45,False,HAND_WAVING
1.02,0.42,0.47,False,HAND_WAVING
0.83,0.19,0.32,False,HAND_WAVING
0.83,0.08,0.07,False,HAND_WAVING
0.72,0.05,0.00,False,HAND_WAVING
0.52,-0.07,0.15,False,HAND_WAVING
0.35,0.01,0.19,False,HAND_WAVING
0.16,0.18,0.18,False,HAND_WAVING
0.29,0.06,0.33,False,HAND_WAVING
0.53,0.05,0.49,False,HAND_WAVING
1.01,0.12,0.53,False,HAND_WAVING
1.14,-0.05,0.62,False,HAND_WAVING
1.48,-0.11,0.62,False,HAND_WAVING
1.86,-0.19,0.58,False,HAND_WAVING
2.08,-0.20,0.26,False,HAND_WAVING
2.05,-0.34,0.09,False,HAND_WAVING
2.08,0.02,-0.39,False,HAND_WAVING
1.69,0.24,-0.39,False,HAND_WAVING
1.30,0.37,-0.03,False,HAND_WAVING
1.08,0.95,-0.48,False,HAND_WAVING
1.06,0.39,-0.04,False,HAND_WAVING
1.15,0.02,0.03,False,HAND_WAVING
1.26,0.03,0.26,False,HAND_WAVING
1.34,0.19,0.20,False,HAND_WAVING
1.72,0.06,0.49,False,HAND_WAVING
2.04,-0.04,0.64,False,HAND_WAVING
1.78,0.16,0.83,False,HAND_WAVING
1.87,-0.36,1.04,False,HAND_WAVING
1.56,0.35,0.82,False,HAND_WAVING
1.04,0.32,0.70,False,HAND_WAVING
0.92,0.40,0.44,False,HAND_WAVING
0.83,0.09,0.31,False,HAND_WAVING
1.05,0.08,-0.00,False,HAND_WAVING
0.83,0.40,-0.13,False,HAND_WAVING
0.83,-0.01,0.06,False,HAND_WAVING
0.41,-0.16,0.21,False,HAND_WAVING
0.37,-0.20,0.18,False,HAND_WAVING
0.38,-0.26,0.27,False,HAND_WAVING
0.01,-0.07,0.50,False,HAND_WAVING
0.31,-0.05,0.57,False,HAND_WAVING
0.53,-0.16,0.71,False,HAND_WAVING
1.04,-0.29,1.04,False,HAND_WAVING
1.88,-0.26,0.77,False,HAND_WAVING
1.89,-0.75,1.02,False,HAND_WAVING
2.08,-0.32,0.47,False,HAND_WAVING
1.70,-0.15,0.60,False,HAND_WAVING
1.47,-0.70,0.91,False,HAND_WAVING
1.62,0.08,0.16,False,HAND_WAVING
1.54,0.41,-0.20,False,HAND_WAVING
1.36,0.41,-0.15,False,HAND_WAVING
1.19,0.16,0.09,False,HAND_WAVING
1.29,-0.23,0.51,False,HAND_WAVING
1.22,0.24,0.68,False,HAND_WAVING
1.73,0.06,1.07,False,HAND_WAVING
1.93,-0.30,1.42,False,HAND_WAVING
1.60,-0.27,1.45,False,HAND_WAVING
1.22,0.29,1.19,False,HAND_WAVING
0.99,0.24,1.02,False,HAND_WAVING
0.98,0.32,0.66,False,HAND_WAVING
0.78,0.33,0.47,False,HAND_WAVING
1.20,0.40,0.14,False,HAND_WAVING
0.99,0.38,0.13,False,HAND_WAVING
0.82,0.19,0.16,False,HAND_WAVING
0.53,0.14,0.16,False,HAND_WAVING
0.28,-0.06,0.22,False,HAND_WAVING
0.39,-0.16,0.23,False,HAND_WAVING
0.30,0.01,0.35,False,HAND_WAVING
0.41,-0.18,0.60,False,HAND_WAVING
0.28,-0.25,1.04,False,HAND_WAVING
0.79,-0.12,1.09,False,HAND_WAVING
1.48,-0.18,1.11,False,HAND_WAVING
2.08,0.03,0.73,False,HAND_WAVING
2.08,-0.06,0.40,False,HAND_WAVING
2.08,0.10,0.13,False,HAND_WAVING
2.08,0.04,0.44,False,HAND_WAVING
1.84,0.45,0.37,False,HAND_WAVING
1.53,0.83,0.36,False,HAND_WAVING
0.45,1.10,0.28,False,HAND_WAVING
1.04,0.52,0.29,False,HAND_WAVING
0.78,0.64,0.17,False,HAND_WAVING
1.37,0.27,0.43,False,HAND_WAVING
1.26,0.08,0.74,False,HAND_WAVING
1.79,-0.10,0.95,False,HAND_WAVING
1.46,0.68,0.95,False,HAND_WAVING
1.62,0.18,1.22,False,HAND_WAVING
1.12,0.26,1.21,False,HAND_WAVING
1.00,0.51,0.89,False,HAND_WAVING
1.24,0.58,0.48,False,HAND_WAVING
1.18,0.54,0.48,False,HAND_WAVING
0.87,0.40,0.48,False,HAND_WAVING
0.82,0.45,0.28,False,HAND_WAVING
0.71,0.35,0.20,False,HAND_WAVING
0.58,0.22,0.20,False,HAND_WAVING
0.68,0.14,0.18,False,HAND_WAVING
0.49,0.12,0.22,False,HAND_WAVING
0.26,0.03,0.38,False,HAND_WAVING
0.20,0.11,0.50,False,HAND_WAVING
0.27,-0.12,1.01,False,HAND_WAVING
