X,Y,Z,FALL,ACTION
0.01,0.02,1.00,False,HAND_WAVING
0.00,0.01,1.00,False,HAND_WAVING
0.23,-0.20,1.11,False,HAND_WAVING
-0.05,0.24,1.05,False,HAND_WAVING
0.49,-0.16,0.91,False,HAND_WAVING
0.05,0.20,1.11,False,HAND_WAVING
0.35,0.03,1.03,False,HAND_WAVING
0.88,0.27,0.90,False,HAND_WAVING
0.73,0.39,1.21,False,HAND_WAVING
1.03,0.50,0.78,False,HAND_WAVING
1.00,0.33,0.45,False,HAND_WAVING
0.89,0.33,0.20,False,HAND_WAVING
1.25,0.35,0.05,False,HAND_WAVING
0.89,0.22,-0.00,False,HAND_WAVING
1.04,-0.06,-0.32,False,HAND_WAVING
1.08,-0.10,-0.39,False,HAND_WAVING
1.07,-0.23,-0.47,False,HAND_WAVING
0.95,-0.21,-0.41,False,HAND_WAVING
1.01,-0.11,-0.48,False,HAND_WAVING
0.93,-0.17,-0.61,False,HAND_WAVING
1.12,0.04,-0.69,False,HAND_WAVING
1.01,-0.06,-0.62,False,HAND_WAVING
0.88,-0.26,-0.39,False,HAND_WAVING
0.68,-0.25,-0.20,False,HAND_WAVING
0.16,-0.43,0.09,False,HAND_WAVING
0.17,-0.04,0.15,False,HAND_WAVING
0.35,-0.11,0.16,False,HAND_WAVING
0.18,-0.25,0.48,False,HAND_WAVING
0.49,-0.15,0.54,False,HAND_WAVING
0.80,-0.25,0.58,False,HAND_WAVING
1.72,-0.17,0.55,False,HAND_WAVING
1.63,-0.55,0.98,False,HAND_WAVING
1.98,-0.24,0.69,False,HAND_WAVING
1.75,-0.29,0.65,False,HAND_WAVING
1.69,-0.16,0.56,False,HAND_WAVING
1.59,-0.13,0.46,False,HAND_WAVING
1.51,0.07,0.25,False,HAND_WAVING
1.24,0.39,0.12,False,HAND_WAVING
1.04,0.42,0.13,False,HAND_WAVING
1.02,0.23,0.24,False,HAND_WAVING
1.03,0.21,0.21,False,HAND_WAVING
1.25,-0.04,0.48,False,HAND_WAVING
1.84,-0.02,0.36,False,HAND_WAVING
1.71,-0.25,0.87,False,HAND_WAVING
1.57,-0.24,0.96,False,HAND_WAVING
1.46,-0.03,0.93,False,HAND_WAVING
1.47,0.07,0.68,False,HAND_WAVING
1.37,-0.04,0.64,False,HAND_WAVING
1.28,-0.07,0.49,False,HAND_WAVING
1.15,-0.21,0.45,False,HAND_WAVING
1.00,-0.06,0.26,False,HAND_WAVING
0.48,-0.18,0.44,False,HAND_WAVING
0.17,-0.20,0.44,False,HAND_WAVING
0.07,0.20,0.30,False,HAND_WAVING
0.18,0.18,0.31,False,HAND_WAVING
0.31,-0.04,0.36,False,HAND_WAVING
0.46,-0.35,0.68,False,HAND_WAVING
0.86,-0.23,0.72,False,HAND_WAVING
1.12,-0.18,0.94,False,HAND_WAVING
1.52,-0.08,0.89,False,HAND_WAVING
1.68,-0.15,0.96,False,HAND_WAVING
2.03,0.02,0.78,False,HAND_WAVING
1.92,0.20,0.56,False,HAND_WAVING
1.56,-0.22,0.80,False,HAND_WAVING
1.41,-0.27,0.76,False,HAND_WAVING
1.39,0.11,0.46,False,HAND_WAVING
1.42,0.56,0.14,False,HAND_WAVING
1.12,0.76,-0.02,False,HAND_WAVING
0.99,0.24,0.19,False,HAND_WAVING
0.90,0.06,0.16,False,HAND_WAVING
1.03,-0.09,0.53,False,HAND_WAVING
1.52,0.12,0.36,False,HAND_WAVING
1.65,-0.17,0.99,False,HAND_WAVING
1.96,-0.07,1.20,False,HAND_WAVING
0.97,-0.10,1.71,False,HAND_WAVING
0.91,-0.12,1.45,False,HAND_WAVING
0.68,0.29,1.25,False,HAND_WAVING
1.10,0.15,1.04,False,HAND_WAVING
1.09,0.20,0.86,False,HAND_WAVING
1.01,0.17,0.65,False,HAND_WAVING
0.65,0.13,0.62,False,HAND_WAVING
0.39,0.28,0.46,False,HAND_WAVING
0.74,0.30,0.08,False,HAND_WAVING
0.69,0.17,0.06,False,HAND_WAVING
0.19,-0.07,0.32,False,HAND_WAVING
0.19,-0.27,0.41,False,HAND_WAVING
0.44,-0.20,0.50,False,HAND_WAVING
0.73,-0.05,0.70,False,HAND_WAVING
0.86,0.17,0.68,False,HAND_WAVING
1.12,0.10,0.71,False,HAND_WAVING
1.51,-0.05,0.66,False,HAND_WAVING
2.07,-0.02,0.49,False,HAND_WAVING
2.07,0.48,-0.04,False,HAND_WAVING
1.47,0.36,0.17,False,HAND_WAVING
1.49,-0.64,0.45,False,HAND_WAVING
1.60,-0.23,0.39,False,HAND_WAVING
1.56,0.83,0.00,False,HAND_WAVING
1.27,0.97,-0.17,False,HAND_WAVING
0.97,0.65,-0.08,False,HAND_WAVING
1.16,-0.07,0.39,False,HAND_WAVING
1.45,-0.03,0.16,False,HAND_WAVING
1.17,-0.23,0.73,False,HAND_WAVING
1.49,-0.41,0.89,False,HAND_WAVING
1.50,-0.34,0.87,False,HAND_WAVING
1.36,-0.22,0.94,False,HAND_WAVING
1.31,-0.05,0.79,False,HAND_WAVING
1.32,0.18,0.66,False,HAND_WAVING
1.37,0.11,0.49,False,HAND_WAVING
1.17,-0.13,0.54,False,HAND_WAVING
1.08,-0.01,0.42,False,HAND_WAVING
