X,Y,Z,FALL,ACTION
0.00,0.00,1.00,False,HAND_WAVING
0.18,0.04,1.14,False,HAND_WAVING
0.22,0.02,0.98,False,HAND_WAVING
0.77,-0.04,0.74,False,HAND_WAVING
0.54,-0.08,0.71,False,HAND_WAVING
0.84,0.18,0.78,False,HAND_WAVING
1.05,0.60,1.13,False,HAND_WAVING
1.09,0.56,1.07,False,HAND_WAVING
0.99,0.69,0.95,False,HAND_WAVING
1.06,0.45,0.42,False,HAND_WAVING
1.15,0.24,-0.24,False,HAND_WAVING
0.63,-0.12,-0.49,False,HAND_WAVING
0.81,0.28,-0.59,False,HAND_WAVING
0.95,0.52,-0.61,False,HAND_WAVING
1.18,0.21,-0.88,False,HAND_WAVING
0.26,0.48,-0.84,False,HAND_WAVING
0.82,0.02,-0.79,False,HAND_WAVING
1.15,0.41,-0.72,False,HAND_WAVING
0.69,-0.12,-0.41,False,HAND_WAVING
0.52,0.16,-0.31,False,HAND_WAVING
0.44,0.08,-0.20,False,HAND_WAVING
0.22,0.15,-0.04,False,HAND_WAVING
0.18,-0.49,0.13,False,HAND_WAVING
0.20,-0.19,0.21,False,HAND_WAVING
0.42,-0.26,0.22,False,HAND_WAVING
0.74,-0.44,0.34,False,HAND_WAVING
1.04,-0.09,0.31,False,HAND_WAVING
1.25,-0.14,0.33,False,HAND_WAVING
1.65,-0.40,0.43,False,HAND_WAVING
2.07,-0.94,0.52,False,HAND_WAVING
2.07,-0.34,0.25,False,HAND_WAVING
2.07,2.01,-1.27,False,HAND_WAVING
0.45,-1.99,0.74,False,HAND_WAVING
2.04,0.05,0.11,False,HAND_WAVING
1.19,0.05,0.23,False,HAND_WAVING
1.07,0.09,0.22,False,HAND_WAVING
1.00,0.45,0.01,False,HAND_WAVING
0.63,0.12,0.21,False,HAND_WAVING
0.94,-0.35,0.26,False,HAND_WAVING
1.90,0.85,-0.39,False,HAND_WAVING
1.89,0.28,0.36,False,HAND_WAVING
1.91,0.30,0.50,False,HAND_WAVING
1.66,0.46,0.33,False,HAND_WAVING
2.01,0.62,0.19,False,HAND_WAVING
1.85,0.43,0.12,False,HAND_WAVING
1.72,-0.06,0.29,False,HAND_WAVING
1.33,-0.01,0.17,False,HAND_WAVING
0.84,0.20,0.20,False,HAND_WAVING
0.69,0.01,0.25,False,HAND_WAVING
0.31,0.01,0.18,False,HAND_WAVING
0.45,0.12,0.09,False,HAND_WAVING
0.37,0.07,0.29,False,HAND_WAVING
0.31,0.03,0.04,False,HAND_WAVING
-0.21,-0.33,0.60,False,HAND_WAVING
0.41,-0.31,0.46,False,HAND_WAVING
0.70,-0.12,0.65,False,HAND_WAVING
1.18,0.27,0.62,False,HAND_WAVING
1.94,-0.07,0.80,False,HAND_WAVING
2.07,-0.09,0.64,False,HAND_WAVING
2.07,0.38,0.37,False,HAND_WAVING
2.07,0.07,0.31,False,HAND_WAVING
2.00,0.09,0.30,False,HAND_WAVING
1.72,0.47,0.07,False,HAND_WAVING
1.37,0.83,-0.02,False,HAND_WAVING
0.98,1.09,-0.18,False,HAND_WAVING
1.01,0.51,0.08,False,HAND_WAVING
1.29,0.40,0.11,False,HAND_WAVING
1.22,0.34,0.25,False,HAND_WAVING
1.46,-0.06,0.67,False,HAND_WAVING
1.76,0.14,0.80,False,HAND_WAVING
1.77,-0.02,1.10,False,HAND_WAVING
1.70,-0.11,1.18,False,HAND_WAVING
1.48,0.44,0.98,False,HAND_WAVING
1.24,0.15,0.92,False,HAND_WAVING
1.29,0.25,0.67,False,HAND_WAVING
1.06,0.08,0.58,False,HAND_WAVING
0.94,0.18,0.39,False,HAND_WAVING
0.78,0.20,0.27,False,HAND_WAVING
0.69,0.30,0.09,False,HAND_WAVING
