X,Y,Z,FALL,ACTION
-0.00,0.00,1.00,True,FALLING_FORWARD
-0.00,-0.00,1.00,True,FALLING_FORWARD
0.08,-0.11,1.01,True,FALLING_FORWARD
0.08,0.08,1.01,True,FALLING_FORWARD
0.06,-0.03,1.30,True,FALLING_FORWARD
0.75,0.12,1.39,True,FALLING_FORWARD
0.53,0.07,1.32,True,FALLING_FORWARD
0.90,0.36,0.55,True,FALLING_FORWARD
0.52,0.42,0.80,True,FALLING_FORWARD
0.98,0.51,0.89,True,FALLING_FORWARD
0.93,0.58,0.14,True,FALLING_FORWARD
0.73,0.52,0.60,True,FALLING_FORWARD
0.73,0.25,-0.11,True,FALLING_FORWARD
0.59,0.42,0.21,True,FALLING_FORWARD
0.65,0.32,0.03,True,FALLING_FORWARD
0.89,0.47,0.07,True,FALLING_FORWARD
0.82,0.42,-0.11,True,FALLING_FORWARD
0.85,0.57,-0.02,True,FALLING_FORWARD
0.82,0.50,-0.08,True,FALLING_FORWARD
0.83,0.53,-0.09,True,FALLING_FORWARD
0.79,0.57,-0.04,True,FALLING_FORWARD
0.74,0.51,-0.19,True,FALLING_FORWARD
0.67,0.49,-0.04,True,FALLING_FORWARD
0.60,0.47,-0.01,True,FALLING_FORWARD
0.44,0.27,-0.06,True,FALLING_FORWARD
0.54,0.39,-0.04,True,FALLING_FORWARD
0.53,0.37,-0.01,True,FALLING_FORWARD
0.46,0.29,-0.04,True,FALLING_FORWARD
0.52,0.46,-0.07,True,FALLING_FORWARD
0.34,0.50,-0.12,True,FALLING_FORWARD
0.76,0.50,-0.31,True,FALLING_FORWARD
0.83,0.48,-0.45,True,FALLING_FORWARD
1.01,0.76,-0.60,True,FALLING_FORWARD
1.08,0.82,-1.22,True,FALLING_FORWARD
0.87,1.27,-0.69,True,FALLING_FORWARD
1.33,1.32,-0.97,True,FALLING_FORWARD
0.61,0.96,-0.79,True,FALLING_FORWARD
0.89,1.46,-0.73,True,FALLING_FORWARD
0.58,0.62,-0.55,True,FALLING_FORWARD
1.01,0.99,-0.47,True,FALLING_FORWARD
0.73,0.85,-0.23,True,FALLING_FORWARD
0.38,0.54,-0.13,True,FALLING_FORWARD
0.70,0.97,-0.01,True,FALLING_FORWARD
0.62,0.63,-0.29,True,FALLING_FORWARD
0.82,1.07,0.16,True,FALLING_FORWARD
0.57,0.67,-0.19,True,FALLING_FORWARD
0.66,0.84,-0.27,True,FALLING_FORWARD
0.66,0.77,-0.15,True,FALLING_FORWARD
0.70,0.76,-0.03,True,FALLING_FORWARD
0.73,0.68,-0.03,True,FALLING_FORWARD
0.75,0.80,0.19,True,FALLING_FORWARD
0.80,0.78,0.13,True,FALLING_FORWARD
0.71,0.81,0.07,True,FALLING_FORWARD
0.67,0.88,0.10,True,FALLING_FORWARD
0.56,0.75,0.03,True,FALLING_FORWARD
0.53,0.87,0.18,True,FALLING_FORWARD
0.60,0.69,0.05,True,FALLING_FORWARD
0.81,0.87,0.35,True,FALLING_FORWARD
0.73,0.68,0.16,True,FALLING_FORWARD
0.66,0.80,0.42,True,FALLING_FORWARD
0.66,0.76,0.31,True,FALLING_FORWARD
0.63,0.77,0.31,True,FALLING_FORWARD
0.61,0.80,0.27,True,FALLING_FORWARD
0.61,0.82,0.24,True,FALLING_FORWARD
0.57,0.82,0.21,True,FALLING_FORWARD
0.60,0.85,0.23,True,FALLING_FORWARD
