X,Y,Z,FALL,ACTION
0.86,0.13,1.54,True,FALLING_FORWARD
0.26,0.05,1.74,True,FALLING_FORWARD
0.39,0.41,1.17,True,FALLING_FORWARD
0.76,0.53,0.95,True,FALLING_FORWARD
0.22,0.19,0.64,True,FALLING_FORWARD
0.65,0.37,0.63,True,FALLING_FORWARD
0.42,0.02,0.63,True,FALLING_FORWARD
0.80,0.49,0.45,True,FALLING_FORWARD
0.73,0.04,0.56,True,FALLING_FORWARD
0.76,0.11,0.66,True,FALLING_FORWARD
0.88,0.19,0.60,True,FALLING_FORWARD
0.62,0.11,0.37,True,FALLING_FORWARD
0.82,0.27,0.98,True,FALLING_FORWARD
0.58,0.13,1.12,True,FALLING_FORWARD
0.80,0.03,0.85,True,FALLING_FORWARD
0.11,-0.55,0.90,True,FALLING_FORWARD
0.76,-0.35,1.34,True,FALLING_FORWARD
0.56,-0.12,0.91,True,FALLING_FORWARD
0.45,-0.13,0.79,True,FALLING_FORWARD
0.41,-0.11,0.90,True,FALLING_FORWARD
0.39,-0.10,0.87,True,FALLING_FORWARD
0.45,-0.17,0.97,True,FALLING_FORWARD
0.25,-0.29,0.82,True,FALLING_FORWARD
0.20,-0.22,0.84,True,FALLING_FORWARD
0.08,-0.27,0.87,True,FALLING_FORWARD
0.01,-0.33,0.93,True,FALLING_FORWARD
0.10,0.02,1.01,True,FALLING_FORWARD
-0.01,0.07,0.72,True,FALLING_FORWARD
0.04,-0.14,0.45,True,FALLING_FORWARD
0.11,-0.42,0.27,True,FALLING_FORWARD
0.24,-0.31,0.17,True,FALLING_FORWARD
0.46,-0.04,0.10,True,FALLING_FORWARD
0.59,-0.71,-0.08,True,FALLING_FORWARD
1.49,-0.00,0.20,True,FALLING_FORWARD
1.04,-0.84,-0.12,True,FALLING_FORWARD
1.42,-0.38,0.61,True,FALLING_FORWARD
1.35,-0.10,-0.22,True,FALLING_FORWARD
1.48,-0.53,0.86,True,FALLING_FORWARD
1.84,-0.17,0.57,True,FALLING_FORWARD
1.53,0.00,0.38,True,FALLING_FORWARD
0.78,-0.29,0.74,True,FALLING_FORWARD
0.99,-0.77,0.70,True,FALLING_FORWARD
1.44,0.45,1.16,True,FALLING_FORWARD
1.10,-0.47,0.88,True,FALLING_FORWARD
0.93,-0.53,0.55,True,FALLING_FORWARD
1.13,-0.16,0.36,True,FALLING_FORWARD
1.16,-0.44,0.47,True,FALLING_FORWARD
1.04,-0.11,0.26,True,FALLING_FORWARD
1.08,-0.14,0.23,True,FALLING_FORWARD
1.30,0.24,0.48,True,FALLING_FORWARD
1.01,0.03,0.03,True,FALLING_FORWARD
1.08,-0.03,0.15,True,FALLING_FORWARD
0.95,-0.14,-0.24,True,FALLING_FORWARD
0.83,-0.05,-0.04,True,FALLING_FORWARD
0.79,0.19,0.02,True,FALLING_FORWARD
0.89,0.23,-0.24,True,FALLING_FORWARD
1.08,0.01,0.11,True,FALLING_FORWARD
1.30,0.11,0.41,True,FALLING_FORWARD
1.49,0.04,0.42,True,FALLING_FORWARD
1.15,-0.01,0.27,True,FALLING_FORWARD
1.11,0.01,0.28,True,FALLING_FORWARD
1.01,0.17,0.25,True,FALLING_FORWARD
1.11,0.27,0.50,True,FALLING_FORWARD
0.98,0.21,0.61,True,FALLING_FORWARD
0.97,0.24,0.49,True,FALLING_FORWARD
0.87,0.11,0.46,True,FALLING_FORWARD
0.90,-0.17,0.62,True,FALLING_FORWARD
0.80,-0.15,0.58,True,FALLING_FORWARD
-0.27,-0.26,0.23,True,FALLING_FORWARD
0.87,-0.56,0.22,True,FALLING_FORWARD
0.37,-0.22,0.25,True,FALLING_FORWARD
0.24,0.33,0.02,True,FALLING_FORWARD
0.60,0.05,0.82,True,FALLING_FORWARD
1.12,-0.13,0.41,True,FALLING_FORWARD
1.06,0.03,0.58,True,FALLING_FORWARD
0.91,-0.22,0.75,True,FALLING_FORWARD
0.90,-0.17,0.65,True,FALLING_FORWARD
0.78,-0.11,0.65,True,FALLING_FORWARD
0.61,-0.14,0.67,True,FALLING_FORWARD
0.63,-0.10,0.66,True,FALLING_FORWARD
0.58,-0.22,0.79,True,FALLING_FORWARD
