X,Y,Z,FALL,ACTION
0.00,0.00,1.00,False,SITTING
0.00,-0.00,1.00,False,SITTING
0.06,-0.05,1.01,False,SITTING
-0.11,0.21,1.34,False,SITTING
0.12,0.18,1.92,False,SITTING
0.43,0.61,1.00,False,SITTING
0.73,0.79,0.95,False,SITTING
0.21,0.28,1.15,False,SITTING
0.68,0.43,0.12,False,SITTING
0.54,0.34,0.96,False,SITTING
0.64,0.43,0.00,False,SITTING
0.61,0.22,0.20,False,SITTING
0.56,0.38,0.08,False,SITTING
0.80,0.33,-0.08,False,SITTING
0.86,0.32,-0.05,False,SITTING
0.91,0.19,-0.23,False,SITTING
0.76,0.15,-0.08,False,SITTING
1.03,0.34,-0.13,False,SITTING
1.05,0.40,0.25,False,SITTING
1.19,0.32,0.18,False,SITTING
0.97,0.26,0.24,False,SITTING
0.91,0.22,0.24,False,SITTING
1.01,0.07,0.31,False,SITTING
1.26,0.38,0.36,False,SITTING
1.65,0.36,0.20,False,SITTING
0.07,-0.05,0.57,False,SITTING
0.22,0.39,1.04,False,SITTING
0.37,0.26,0.82,False,SITTING
0.87,0.75,0.82,False,SITTING
0.39,0.31,0.78,False,SITTING
0.10,0.29,1.02,False,SITTING
0.48,0.14,0.85,False,SITTING
0.69,0.34,1.07,False,SITTING
0.95,0.19,0.69,False,SITTING
0.88,0.05,0.88,False,SITTING
1.03,0.65,1.01,False,SITTING
0.71,0.26,0.99,False,SITTING
0.86,0.80,1.00,False,SITTING
0.61,0.14,0.77,False,SITTING
0.56,0.37,1.01,False,SITTING
0.38,0.32,0.86,False,SITTING
0.32,0.27,0.70,False,SITTING
0.49,0.51,0.91,False,SITTING
0.02,0.26,0.71,False,SITTING
0.41,0.45,0.86,False,SITTING
0.09,0.25,0.76,False,SITTING
0.34,0.34,0.60,False,SITTING
0.36,0.30,0.78,False,SITTING
0.47,0.26,0.57,False,SITTING
0.56,0.37,0.82,False,SITTING
0.65,-0.04,0.73,False,SITTING
1.14,-0.16,0.95,False,SITTING
0.84,-0.27,0.58,False,SITTING
1.04,-0.22,0.55,False,SITTING
0.76,-0.25,0.52,False,SITTING
0.91,-0.29,0.61,False,SITTING
0.94,-0.47,0.18,False,SITTING
1.02,-0.32,0.44,False,SITTING
0.97,-0.55,0.22,False,SITTING
0.96,-0.29,0.23,False,SITTING
1.23,-0.45,0.27,False,SITTING
1.33,-0.23,0.11,False,SITTING
1.33,-0.37,0.06,False,SITTING
0.89,-0.11,0.34,False,SITTING
1.12,-0.07,0.01,False,SITTING
1.14,0.00,0.42,False,SITTING
1.24,0.03,0.34,False,SITTING
1.09,-0.02,0.25,False,SITTING
1.13,-0.02,0.28,False,SITTING
1.12,-0.06,0.18,False,SITTING
1.08,-0.05,0.19,False,SITTING
1.03,-0.01,0.22,False,SITTING
1.06,0.02,0.25,False,SITTING
