X,Y,Z,FALL,ACTION
0.01,0.01,1.00,False,SITTING
-0.01,0.09,1.16,False,SITTING
0.05,0.32,1.85,False,SITTING
1.04,1.03,0.81,False,SITTING
0.31,0.59,1.71,False,SITTING
0.56,0.72,-0.34,False,SITTING
0.64,0.51,0.84,False,SITTING
0.55,0.56,0.32,False,SITTING
0.73,0.14,0.13,False,SITTING
0.75,-0.19,-0.19,False,SITTING
0.83,0.07,-0.13,False,SITTING
0.94,0.02,-0.24,False,SITTING
0.81,0.15,-0.30,False,SITTING
0.88,0.08,-0.08,False,SITTING
0.79,0.06,0.04,False,SITTING
0.93,0.30,0.00,False,SITTING
1.03,0.50,0.04,False,SITTING
1.00,0.33,-0.05,False,SITTING
0.96,0.59,0.04,False,SITTING
0.92,0.58,-0.06,False,SITTING
0.84,0.59,-0.03,False,SITTING
0.78,0.79,-0.16,False,SITTING
0.77,0.71,-0.05,False,SITTING
0.64,0.92,0.00,False,SITTING
0.67,0.93,0.09,False,SITTING
0.62,0.89,0.06,False,SITTING
0.53,0.93,0.11,False,SITTING
0.50,0.98,0.23,False,SITTING
0.52,0.81,0.32,False,SITTING
0.35,1.00,0.56,False,SITTING
0.74,0.53,0.35,False,SITTING
0.72,0.84,0.42,False,SITTING
0.94,0.78,0.11,False,SITTING
0.76,0.80,0.24,False,SITTING
1.05,1.23,0.44,False,SITTING
0.73,0.82,0.42,False,SITTING
0.77,0.73,0.48,False,SITTING
0.60,0.81,0.52,False,SITTING
0.54,0.94,0.52,False,SITTING
0.36,0.96,0.36,False,SITTING
0.13,0.53,0.32,False,SITTING
0.17,0.85,0.32,False,SITTING
-0.00,0.67,0.42,False,SITTING
0.15,0.85,0.34,False,SITTING
0.11,0.84,0.45,False,SITTING
0.21,0.89,0.46,False,SITTING
0.23,0.59,0.48,False,SITTING
0.45,0.56,0.59,False,SITTING
0.43,0.53,0.62,False,SITTING
0.74,0.69,0.53,False,SITTING
0.58,0.51,0.49,False,SITTING
0.64,0.43,0.39,False,SITTING
0.64,0.38,0.53,False,SITTING
0.94,0.32,0.55,False,SITTING
0.88,0.34,0.50,False,SITTING
1.02,0.16,0.37,False,SITTING
1.12,0.27,0.31,False,SITTING
1.28,0.17,0.29,False,SITTING
1.24,0.30,0.30,False,SITTING
1.30,0.40,0.40,False,SITTING
1.22,0.41,0.45,False,SITTING
1.22,0.28,0.25,False,SITTING
1.22,0.34,0.20,False,SITTING
1.05,0.38,0.13,False,SITTING
0.96,0.43,0.12,False,SITTING
0.93,0.45,0.12,False,SITTING
0.93,0.45,0.11,False,SITTING
