X,Y,Z,FALL,ACTION
0.00,-0.00,1.00,True,FALLING_BACKWARDS
-0.20,-0.18,1.32,True,FALLING_BACKWARDS
-0.23,-0.03,1.31,True,FALLING_BACKWARDS
-0.51,0.27,1.01,True,FALLING_BACKWARDS
-0.48,0.19,1.24,True,FALLING_BACKWARDS
-0.44,0.08,0.95,True,FALLING_BACKWARDS
-0.42,0.16,0.73,True,FALLING_BACKWARDS
-0.38,0.18,0.75,True,FALLING_BACKWARDS
-0.38,0.28,0.64,True,FALLING_BACKWARDS
-0.41,0.40,0.51,True,FALLING_BACKWARDS
-0.39,0.46,0.49,True,FALLING_BACKWARDS
-0.47,0.56,0.65,True,FALLING_BACKWARDS
-0.37,0.39,0.59,True,FALLING_BACKWARDS
-0.46,0.24,0.67,True,FALLING_BACKWARDS
-0.49,0.41,0.63,True,FALLING_BACKWARDS
-0.49,0.39,0.67,True,FALLING_BACKWARDS
-0.55,0.40,0.64,True,FALLING_BACKWARDS
-0.72,0.58,0.71,True,FALLING_BACKWARDS
-0.59,0.49,0.56,True,FALLING_BACKWARDS
-0.48,0.46,0.49,True,FALLING_BACKWARDS
-0.52,0.48,0.58,True,FALLING_BACKWARDS
-0.54,0.52,0.58,True,FALLING_BACKWARDS
-0.44,0.49,0.50,True,FALLING_BACKWARDS
-0.38,0.49,0.37,True,FALLING_BACKWARDS
-0.38,0.59,0.38,True,FALLING_BACKWARDS
-0.46,0.64,0.26,True,FALLING_BACKWARDS
-0.62,0.59,0.49,True,FALLING_BACKWARDS
-0.51,0.53,0.64,True,FALLING_BACKWARDS
-0.38,0.38,0.87,True,FALLING_BACKWARDS
-0.35,0.45,0.60,True,FALLING_BACKWARDS
-0.39,0.51,0.06,True,FALLING_BACKWARDS
-0.25,0.46,0.47,True,FALLING_BACKWARDS
-0.28,0.51,0.80,True,FALLING_BACKWARDS
-0.31,0.64,1.16,True,FALLING_BACKWARDS
-0.30,0.78,0.64,True,FALLING_BACKWARDS
0.06,0.59,0.48,True,FALLING_BACKWARDS
-0.52,0.84,1.29,True,FALLING_BACKWARDS
0.06,0.31,1.57,True,FALLING_BACKWARDS
-0.02,0.35,0.91,True,FALLING_BACKWARDS
-0.38,0.12,1.17,True,FALLING_BACKWARDS
0.22,-0.16,0.76,True,FALLING_BACKWARDS
-0.40,0.21,0.34,True,FALLING_BACKWARDS
-0.42,-0.92,0.42,True,FALLING_BACKWARDS
-1.04,0.29,0.95,True,FALLING_BACKWARDS
-0.51,-0.12,1.13,True,FALLING_BACKWARDS
0.32,-0.72,0.68,True,FALLING_BACKWARDS
0.19,-0.30,1.18,True,FALLING_BACKWARDS
0.31,-0.52,1.51,True,FALLING_BACKWARDS
0.08,-0.44,0.98,True,FALLING_BACKWARDS
0.67,-0.70,0.92,True,FALLING_BACKWARDS
0.87,-0.97,0.64,True,FALLING_BACKWARDS
0.96,-1.09,0.47,True,FALLING_BACKWARDS
0.89,-1.10,0.39,True,FALLING_BACKWARDS
0.32,-0.70,0.67,True,FALLING_BACKWARDS
0.47,-0.67,0.49,True,FALLING_BACKWARDS
0.38,-0.61,0.65,True,FALLING_BACKWARDS
0.18,-0.73,0.65,True,FALLING_BACKWARDS
0.22,-1.04,0.73,True,FALLING_BACKWARDS
0.14,-0.74,0.62,True,FALLING_BACKWARDS
0.24,-0.74,0.55,True,FALLING_BACKWARDS
0.26,-0.83,0.59,True,FALLING_BACKWARDS
0.08,-0.81,0.84,True,FALLING_BACKWARDS
0.31,-0.95,0.95,True,FALLING_BACKWARDS
0.21,-0.62,0.65,True,FALLING_BACKWARDS
0.39,-0.82,0.85,True,FALLING_BACKWARDS
0.21,-0.53,0.64,True,FALLING_BACKWARDS
