X,Y,Z,FALL,ACTION
-0.00,-0.00,1.00,False,BENDING_DOWN
-0.12,0.02,0.99,False,BENDING_DOWN
0.25,0.11,1.02,False,BENDING_DOWN
-0.02,0.62,0.98,False,BENDING_DOWN
0.28,0.31,0.87,False,BENDING_DOWN
0.39,0.45,0.87,False,BENDING_DOWN
0.48,0.33,0.84,False,BENDING_DOWN
0.31,0.32,0.94,False,BENDING_DOWN
0.32,0.35,0.81,False,BENDING_DOWN
0.32,0.31,0.82,False,BENDING_DOWN
0.40,0.23,0.73,False,BENDING_DOWN
0.50,0.21,0.81,False,BENDING_DOWN
0.48,0.20,0.78,False,BENDING_DOWN
0.61,0.15,0.70,False,BENDING_DOWN
0.59,0.19,0.80,False,BENDING_DOWN
0.63,0.19,0.69,False,BENDING_DOWN
0.67,0.20,0.58,False,BENDING_DOWN
0.69,0.22,0.65,False,BENDING_DOWN
0.74,0.25,0.59,False,BENDING_DOWN
0.78,0.24,0.61,False,BENDING_DOWN
0.84,0.24,0.53,False,BENDING_DOWN
0.81,0.25,0.54,False,BENDING_DOWN
0.88,0.30,0.43,False,BENDING_DOWN
0.88,0.29,0.51,False,BENDING_DOWN
0.98,0.32,0.44,False,BENDING_DOWN
0.94,0.43,0.57,False,BENDING_DOWN
0.88,0.38,0.38,False,BENDING_DOWN
0.97,0.34,0.21,False,BENDING_DOWN
0.94,0.34,0.24,False,BENDING_DOWN
1.07,0.48,0.26,False,BENDING_DOWN
0.83,0.50,-0.04,False,BENDING_DOWN
1.13,0.60,-0.03,False,BENDING_DOWN
0.92,0.43,-0.24,False,BENDING_DOWN
0.91,0.53,-0.37,False,BENDING_DOWN
0.78,0.44,-0.41,False,BENDING_DOWN
0.93,0.40,-0.58,False,BENDING_DOWN
0.86,0.49,-0.49,False,BENDING_DOWN
1.02,0.48,-0.45,False,BENDING_DOWN
0.84,0.32,-0.53,False,BENDING_DOWN
0.96,0.42,-0.48,False,BENDING_DOWN
0.98,0.47,-0.40,False,BENDING_DOWN
0.97,0.46,-0.38,False,BENDING_DOWN
1.17,0.66,-0.21,False,BENDING_DOWN
1.06,0.41,-0.45,False,BENDING_DOWN
0.94,0.45,-0.35,False,BENDING_DOWN
0.98,0.32,-0.33,False,BENDING_DOWN
1.12,0.17,-0.33,False,BENDING_DOWN
1.02,0.25,-0.27,False,BENDING_DOWN
1.17,0.09,-0.09,False,BENDING_DOWN
1.00,0.10,-0.14,False,BENDING_DOWN
1.38,-0.04,0.19,False,BENDING_DOWN
0.92,-0.05,0.01,False,BENDING_DOWN
1.19,0.27,0.62,False,BENDING_DOWN
1.06,0.04,0.06,False,BENDING_DOWN
1.09,0.12,0.26,False,BENDING_DOWN
1.05,0.04,0.22,False,BENDING_DOWN
1.06,0.06,0.32,False,BENDING_DOWN
1.05,0.07,0.26,False,BENDING_DOWN
1.05,0.01,0.29,False,BENDING_DOWN
1.03,0.05,0.30,False,BENDING_DOWN
1.05,0.03,0.31,False,BENDING_DOWN
