X,Y,Z,FALL,ACTION
0.00,0.09,1.21,False,WALKING
-0.17,-0.26,1.50,False,WALKING
0.26,-0.20,1.04,False,WALKING
-0.07,-0.15,0.97,False,WALKING
-0.24,0.55,0.29,False,WALKING
-0.07,-0.19,1.01,False,WALKING
-0.28,0.08,0.85,False,WALKING
-0.45,0.17,0.93,False,WALKING
-0.59,0.34,0.61,False,WALKING
-0.50,0.21,0.69,False,WALKING
-0.63,0.45,0.66,False,WALKING
-0.77,0.57,0.52,False,WALKING
-0.70,0.67,0.35,False,WALKING
-0.61,0.70,0.30,False,WALKING
-0.63,0.69,0.32,False,WALKING
-0.61,0.77,0.13,False,WALKING
-0.51,0.66,0.12,False,WALKING
-0.40,0.68,-0.02,False,WALKING
-0.45,0.72,0.01,False,WALKING
-0.63,0.66,0.23,False,WALKING
-0.53,0.77,0.10,False,WALKING
-0.65,0.66,0.10,False,WALKING
-0.52,0.58,0.03,False,WALKING
-0.45,0.58,-0.05,False,WALKING
-0.47,0.68,-0.10,False,WALKING
-0.47,0.78,-0.21,False,WALKING
-0.55,0.93,-0.23,False,WALKING
-0.60,0.94,-0.36,False,WALKING
-0.55,0.95,-0.36,False,WALKING
-0.41,0.88,-0.29,False,WALKING
-0.47,0.82,-0.35,False,WALKING
-0.46,0.91,-0.28,False,WALKING
-0.45,0.79,-0.22,False,WALKING
-0.42,0.68,-0.14,False,WALKING
-0.34,0.74,-0.20,False,WALKING
-0.32,0.73,-0.22,False,WALKING
-0.35,0.76,-0.47,False,WALKING
-0.36,0.69,-0.29,False,WALKING
-0.25,0.58,-0.37,False,WALKING
-0.22,0.69,-0.39,False,WALKING
-0.25,0.85,-0.41,False,WALKING
-0.34,0.80,-0.52,False,WALKING
-0.29,0.89,-0.42,False,WALKING
-0.28,0.93,-0.41,False,WALKING
-0.20,0.90,-0.44,False,WALKING
-0.13,1.01,-0.30,False,WALKING
-0.15,1.02,-0.26,False,WALKING
-0.14,0.91,-0.31,False,WALKING
-0.07,0.99,-0.18,False,WALKING
-0.15,0.86,-0.26,False,WALKING
-0.14,0.85,-0.21,False,WALKING
-0.22,1.04,-0.21,False,WALKING
-0.24,0.98,-0.28,False,WALKING
-0.18,0.92,-0.20,False,WALKING
-0.13,0.86,-0.26,False,WALKING
-0.09,0.78,-0.39,False,WALKING
-0.14,0.84,-0.43,False,WALKING
-0.16,0.91,-0.45,False,WALKING
-0.14,0.81,-0.46,False,WALKING
-0.10,0.84,-0.44,False,WALKING
-0.12,0.91,-0.57,False,WALKING
-0.13,0.93,-0.57,False,WALKING
-0.14,0.98,-0.42,False,WALKING
0.01,0.90,-0.27,False,WALKING
-0.15,0.93,-0.36,False,WALKING
-0.07,0.91,-0.37,False,WALKING
-0.09,0.80,-0.30,False,WALKING
-0.14,0.90,-0.28,False,WALKING
-0.13,0.97,-0.24,False,WALKING
-0.10,0.92,-0.17,False,WALKING
-0.14,0.96,-0.24,False,WALKING
-0.44,1.04,-0.20,False,WALKING
-0.54,0.91,-0.00,False,WALKING
-0.28,0.70,-0.01,False,WALKING
-0.12,0.88,-0.15,False,WALKING
-0.20,0.85,-0.14,False,WALKING
-0.44,0.93,-0.12,False,WALKING
-0.30,0.79,0.01,False,WALKING
-0.50,0.86,-0.03,False,WALKING
-0.46,0.79,-0.06,False,WALKING
-0.50,0.72,-0.04,False,WALKING
-0.58,0.66,-0.13,False,WALKING
-0.71,0.64,-0.22,False,WALKING
-0.65,0.73,-0.20,False,WALKING
-0.46,0.48,-0.19,False,WALKING
-0.50,0.56,-0.36,False,WALKING
-0.52,0.30,-0.12,False,WALKING
-0.92,0.41,-0.14,False,WALKING
-0.93,0.29,-0.09,False,WALKING
-0.90,0.31,-0.02,False,WALKING
-0.94,0.27,0.15,False,WALKING
-1.06,0.39,0.27,False,WALKING
-0.79,0.26,0.35,False,WALKING
-0.77,0.17,0.39,False,WALKING
-0.80,0.29,0.33,False,WALKING
-0.73,0.18,0.36,False,WALKING
-0.84,0.32,0.28,False,WALKING
-0.74,0.26,0.38,False,WALKING
-0.80,0.24,0.41,False,WALKING
-0.73,0.18,0.51,False,WALKING
-0.74,0.08,0.54,False,WALKING
