X,Y,Z,FALL,ACTION
0.01,0.01,1.01,True,FALLING_FORWARD
0.02,0.07,1.38,True,FALLING_FORWARD
0.19,0.19,1.18,True,FALLING_FORWARD
0.71,0.26,1.07,True,FALLING_FORWARD
0.15,0.24,0.80,True,FALLING_FORWARD
0.38,0.35,0.80,True,FALLING_FORWARD
0.61,0.27,1.22,True,FALLING_FORWARD
0.75,0.54,0.68,True,FALLING_FORWARD
0.69,0.48,0.75,True,FALLING_FORWARD
0.91,0.47,0.93,True,FALLING_FORWARD
0.88,0.38,0.32,True,FALLING_FORWARD
0.92,0.52,0.25,True,FALLING_FORWARD
0.86,0.39,0.02,True,FALLING_FORWARD
0.72,0.45,0.07,True,FALLING_FORWARD
0.77,0.57,-0.00,True,FALLING_FORWARD
0.70,0.41,-0.10,True,FALLING_FORWARD
0.59,0.48,-0.19,True,FALLING_FORWARD
0.59,0.45,-0.26,True,FALLING_FORWARD
0.58,0.49,-0.24,True,FALLING_FORWARD
0.56,0.46,-0.23,True,FALLING_FORWARD
0.34,0.33,-0.06,True,FALLING_FORWARD
0.30,0.51,0.01,True,FALLING_FORWARD
0.18,0.43,0.14,True,FALLING_FORWARD
0.13,0.43,-0.03,True,FALLING_FORWARD
0.31,0.43,0.01,True,FALLING_FORWARD
0.04,0.13,-0.45,True,FALLING_FORWARD
0.31,0.58,-0.70,True,FALLING_FORWARD
0.12,0.35,-1.16,True,FALLING_FORWARD
0.43,0.29,-1.74,True,FALLING_FORWARD
0.64,0.78,-1.84,True,FALLING_FORWARD
0.82,0.67,-1.87,True,FALLING_FORWARD
1.07,1.00,-1.62,True,FALLING_FORWARD
0.22,0.59,-1.34,True,FALLING_FORWARD
0.21,0.94,-0.50,True,FALLING_FORWARD
0.71,1.36,-1.31,True,FALLING_FORWARD
0.60,0.78,-0.31,True,FALLING_FORWARD
0.24,0.20,-0.72,True,FALLING_FORWARD
0.53,0.56,-0.48,True,FALLING_FORWARD
0.83,0.56,-0.73,True,FALLING_FORWARD
0.53,0.45,-0.59,True,FALLING_FORWARD
0.56,0.66,-0.58,True,FALLING_FORWARD
0.62,0.54,-0.63,True,FALLING_FORWARD
0.56,0.62,-0.50,True,FALLING_FORWARD
0.66,0.75,-0.57,True,FALLING_FORWARD
0.79,0.68,-0.54,True,FALLING_FORWARD
0.62,0.67,-0.45,True,FALLING_FORWARD
0.67,0.66,-0.37,True,FALLING_FORWARD
0.64,0.63,-0.33,True,FALLING_FORWARD
0.81,0.64,-0.40,True,FALLING_FORWARD
0.70,0.66,-0.38,True,FALLING_FORWARD
0.73,0.67,-0.31,True,FALLING_FORWARD
0.67,0.68,-0.30,True,FALLING_FORWARD
0.73,0.71,-0.16,True,FALLING_FORWARD
0.75,0.71,-0.14,True,FALLING_FORWARD
0.82,0.76,-0.15,True,FALLING_FORWARD
