X,Y,Z,FALL,ACTION
-0.02,0.01,1.00,True,FALLING_FORWARD
0.04,0.01,1.01,True,FALLING_FORWARD
-0.16,0.18,1.17,True,FALLING_FORWARD
0.60,0.30,1.67,True,FALLING_FORWARD
0.43,0.41,1.28,True,FALLING_FORWARD
0.59,0.39,1.08,True,FALLING_FORWARD
0.60,0.28,0.88,True,FALLING_FORWARD
0.81,0.26,0.77,True,FALLING_FORWARD
0.93,0.24,0.48,True,FALLING_FORWARD
1.01,0.42,0.56,True,FALLING_FORWARD
0.80,0.22,0.51,True,FALLING_FORWARD
0.89,0.29,0.18,True,FALLING_FORWARD
0.68,0.25,0.14,True,FALLING_FORWARD
0.56,0.25,0.10,True,FALLING_FORWARD
0.53,0.43,0.18,True,FALLING_FORWARD
0.60,0.39,0.13,True,FALLING_FORWARD
0.78,0.63,0.14,True,FALLING_FORWARD
0.53,0.44,0.14,True,FALLING_FORWARD
0.48,0.42,0.15,True,FALLING_FORWARD
0.39,0.55,0.12,True,FALLING_FORWARD
0.13,0.31,0.11,True,FALLING_FORWARD
0.12,0.33,0.05,True,FALLING_FORWARD
0.21,0.26,-0.01,True,FALLING_FORWARD
0.32,0.19,-0.14,True,FALLING_FORWARD
0.68,0.24,-0.64,True,FALLING_FORWARD
0.74,0.70,-0.69,True,FALLING_FORWARD
1.00,0.84,-1.31,True,FALLING_FORWARD
1.13,1.00,-1.02,True,FALLING_FORWARD
1.05,1.20,-0.76,True,FALLING_FORWARD
1.79,1.47,-0.93,True,FALLING_FORWARD
0.69,1.36,-0.32,True,FALLING_FORWARD
0.79,0.61,-0.75,True,FALLING_FORWARD
1.12,1.17,-0.06,True,FALLING_FORWARD
1.13,0.36,-0.63,True,FALLING_FORWARD
0.62,0.76,-0.19,True,FALLING_FORWARD
0.63,0.87,-0.03,True,FALLING_FORWARD
1.10,0.90,-0.24,True,FALLING_FORWARD
0.68,0.64,-0.20,True,FALLING_FORWARD
0.74,0.61,-0.33,True,FALLING_FORWARD
0.88,0.67,-0.13,True,FALLING_FORWARD
0.97,0.68,-0.36,True,FALLING_FORWARD
0.76,0.71,-0.31,True,FALLING_FORWARD
0.70,0.75,-0.15,True,FALLING_FORWARD
0.69,0.75,-0.10,True,FALLING_FORWARD
0.79,0.68,-0.16,True,FALLING_FORWARD
0.75,0.62,-0.26,True,FALLING_FORWARD
0.62,0.62,-0.29,True,FALLING_FORWARD
0.92,0.82,-0.25,True,FALLING_FORWARD
1.00,0.83,-0.37,True,FALLING_FORWARD
0.99,0.85,-0.56,True,FALLING_FORWARD
0.95,1.12,-0.47,True,FALLING_FORWARD
0.72,0.91,-0.35,True,FALLING_FORWARD
0.42,0.55,-0.47,True,FALLING_FORWARD
0.48,0.60,-0.47,True,FALLING_FORWARD
0.96,0.74,-0.38,True,FALLING_FORWARD
