X,Y,Z,FALL,ACTION
0.02,0.01,1.00,False,HAND_WAVING
0.40,-0.08,1.28,False,HAND_WAVING
0.78,-0.25,1.55,False,HAND_WAVING
0.73,-0.09,1.46,False,HAND_WAVING
0.59,-0.31,0.89,False,HAND_WAVING
0.54,-0.84,0.56,False,HAND_WAVING
0.01,-0.93,0.20,False,HAND_WAVING
0.09,-1.40,-0.16,False,HAND_WAVING
0.56,-1.04,-0.10,False,HAND_WAVING
0.95,-0.60,-0.29,False,HAND_WAVING
0.70,-1.04,-0.40,False,HAND_WAVING
0.46,-0.75,-0.38,False,HAND_WAVING
0.66,-1.17,-0.28,False,HAND_WAVING
0.57,-0.62,-0.39,False,HAND_WAVING
0.53,-0.39,-0.25,False,HAND_WAVING
0.42,-0.36,-0.01,False,HAND_WAVING
0.26,-0.29,0.39,False,HAND_WAVING
0.34,-0.18,0.45,False,HAND_WAVING
0.49,-0.21,0.61,False,HAND_WAVING
0.75,-0.18,0.82,False,HAND_WAVING
1.09,-0.15,0.76,False,HAND_WAVING
1.58,-0.17,0.67,False,HAND_WAVING
2.01,-0.34,0.77,False,HAND_WAVING
2.02,-0.24,0.40,False,HAND_WAVING
1.82,-0.28,0.17,False,HAND_WAVING
1.51,-0.32,0.21,False,HAND_WAVING
1.28,-0.35,0.31,False,HAND_WAVING
1.28,-0.29,0.40,False,HAND_WAVING
1.17,0.01,0.15,False,HAND_WAVING
1.29,0.12,-0.02,False,HAND_WAVING
1.25,0.40,-0.06,False,HAND_WAVING
1.15,0.12,0.27,False,HAND_WAVING
1.21,0.32,0.15,False,HAND_WAVING
1.39,0.11,0.38,False,HAND_WAVING
1.88,-0.06,0.50,False,HAND_WAVING
2.09,0.44,0.55,False,HAND_WAVING
2.09,0.02,1.26,False,HAND_WAVING
1.88,0.69,0.70,False,HAND_WAVING
1.75,0.81,0.45,False,HAND_WAVING
1.73,0.47,0.58,False,HAND_WAVING
1.15,0.32,0.76,False,HAND_WAVING
0.67,0.31,0.58,False,HAND_WAVING
0.41,0.04,0.51,False,HAND_WAVING
0.21,0.20,0.18,False,HAND_WAVING
0.47,0.14,0.09,False,HAND_WAVING
0.46,0.11,0.35,False,HAND_WAVING
0.64,0.14,0.51,False,HAND_WAVING
1.03,0.23,0.56,False,HAND_WAVING
1.53,0.22,0.46,False,HAND_WAVING
1.97,0.18,0.10,False,HAND_WAVING
2.09,-0.03,-0.19,False,HAND_WAVING
2.09,0.08,-0.80,False,HAND_WAVING
1.70,-0.08,-0.07,False,HAND_WAVING
1.37,-0.04,0.36,False,HAND_WAVING
1.40,0.12,0.27,False,HAND_WAVING
1.39,0.51,-0.06,False,HAND_WAVING
1.14,0.67,-0.45,False,HAND_WAVING
1.10,0.61,-0.39,False,HAND_WAVING
1.31,0.55,-0.38,False,HAND_WAVING
1.48,0.49,-0.26,False,HAND_WAVING
1.71,0.25,0.22,False,HAND_WAVING
2.05,0.18,0.27,False,HAND_WAVING
2.09,0.57,0.17,False,HAND_WAVING
2.09,0.79,0.34,False,HAND_WAVING
2.09,0.89,0.50,False,HAND_WAVING
1.84,0.72,0.61,False,HAND_WAVING
1.44,0.53,0.56,False,HAND_WAVING
0.96,0.27,0.67,False,HAND_WAVING
0.33,0.18,0.71,False,HAND_WAVING
0.28,0.10,0.45,False,HAND_WAVING
0.42,0.08,0.19,False,HAND_WAVING
0.46,0.14,0.21,False,HAND_WAVING
0.51,0.16,0.20,False,HAND_WAVING
0.57,0.24,0.27,False,HAND_WAVING
1.09,0.21,0.25,False,HAND_WAVING
1.31,0.38,0.05,False,HAND_WAVING
1.38,0.36,0.35,False,HAND_WAVING
1.97,0.21,0.06,False,HAND_WAVING
2.09,0.23,-0.10,False,HAND_WAVING
