X,Y,Z,FALL,ACTION
-0.02,-0.02,1.08,False,HAND_WAVING
0.16,-0.11,1.01,False,HAND_WAVING
0.22,0.17,1.01,False,HAND_WAVING
-0.02,0.43,1.22,False,HAND_WAVING
0.63,0.05,0.86,False,HAND_WAVING
1.12,0.31,0.70,False,HAND_WAVING
1.14,0.92,0.83,False,HAND_WAVING
1.37,0.31,0.40,False,HAND_WAVING
1.09,0.61,0.44,False,HAND_WAVING
0.94,0.55,0.30,False,HAND_WAVING
1.15,0.36,0.03,False,HAND_WAVING
1.26,0.13,-0.24,False,HAND_WAVING
1.17,0.33,-0.42,False,HAND_WAVING
1.18,0.18,-0.33,False,HAND_WAVING
1.19,0.20,-0.22,False,HAND_WAVING
1.05,0.02,-0.25,False,HAND_WAVING
0.59,-0.12,-0.86,False,HAND_WAVING
1.30,0.75,-0.80,False,HAND_WAVING
0.46,0.16,-0.62,False,HAND_WAVING
0.50,0.14,-0.53,False,HAND_WAVING
0.41,-0.12,-0.13,False,HAND_WAVING
0.02,-0.10,0.15,False,HAND_WAVING
0.42,-0.07,0.22,False,HAND_WAVING
0.60,-0.46,0.50,False,HAND_WAVING
0.69,-0.32,0.52,False,HAND_WAVING
1.16,-0.34,0.63,False,HAND_WAVING
1.38,-0.20,0.64,False,HAND_WAVING
1.98,-0.46,0.98,False,HAND_WAVING
1.96,-0.61,0.91,False,HAND_WAVING
2.07,-0.37,0.51,False,HAND_WAVING
2.05,-0.45,0.52,False,HAND_WAVING
1.70,-0.45,0.44,False,HAND_WAVING
1.49,-0.32,0.44,False,HAND_WAVING
1.51,0.15,0.16,False,HAND_WAVING
1.38,0.56,-0.19,False,HAND_WAVING
1.23,0.09,0.21,False,HAND_WAVING
1.08,0.31,0.13,False,HAND_WAVING
1.08,0.06,0.50,False,HAND_WAVING
1.21,-0.09,0.73,False,HAND_WAVING
1.53,-0.58,0.94,False,HAND_WAVING
1.69,-1.23,1.29,False,HAND_WAVING
1.21,-1.17,1.32,False,HAND_WAVING
1.46,-0.57,1.16,False,HAND_WAVING
1.19,-0.67,1.36,False,HAND_WAVING
0.75,-0.35,0.86,False,HAND_WAVING
1.02,-0.70,1.20,False,HAND_WAVING
0.62,-0.21,0.39,False,HAND_WAVING
0.37,-0.02,0.32,False,HAND_WAVING
0.18,-0.10,0.33,False,HAND_WAVING
0.22,-0.09,0.33,False,HAND_WAVING
0.31,0.05,0.34,False,HAND_WAVING
0.45,0.12,0.31,False,HAND_WAVING
0.42,-0.20,0.61,False,HAND_WAVING
0.84,-0.33,0.79,False,HAND_WAVING
1.33,-0.25,0.85,False,HAND_WAVING
1.67,0.25,0.74,False,HAND_WAVING
1.94,0.40,0.66,False,HAND_WAVING
1.96,0.52,0.42,False,HAND_WAVING
1.89,0.10,0.55,False,HAND_WAVING
1.79,-0.37,0.51,False,HAND_WAVING
1.66,0.06,0.00,False,HAND_WAVING
1.45,0.22,-0.19,False,HAND_WAVING
1.39,0.20,-0.21,False,HAND_WAVING
1.13,0.18,-0.13,False,HAND_WAVING
0.97,-0.01,0.07,False,HAND_WAVING
1.21,-0.47,0.30,False,HAND_WAVING
1.59,-0.39,0.37,False,HAND_WAVING
2.07,-0.27,0.54,False,HAND_WAVING
2.05,-0.18,0.73,False,HAND_WAVING
1.84,0.37,0.90,False,HAND_WAVING
1.40,0.65,0.77,False,HAND_WAVING
1.20,0.77,0.50,False,HAND_WAVING
1.03,0.54,0.51,False,HAND_WAVING
0.93,0.34,0.47,False,HAND_WAVING
0.67,0.24,0.34,False,HAND_WAVING
0.57,0.12,0.32,False,HAND_WAVING
0.46,0.15,0.21,False,HAND_WAVING
0.49,0.02,0.32,False,HAND_WAVING
0.48,0.03,0.34,False,HAND_WAVING
0.47,0.07,0.39,False,HAND_WAVING
0.64,0.25,0.41,False,HAND_WAVING
0.86,0.40,0.46,False,HAND_WAVING
1.20,0.56,0.44,False,HAND_WAVING
1.44,0.61,0.35,False,HAND_WAVING
1.66,0.60,0.42,False,HAND_WAVING
1.71,0.42,0.56,False,HAND_WAVING
1.79,0.35,0.49,False,HAND_WAVING
1.75,0.51,0.27,False,HAND_WAVING
1.64,0.57,-0.01,False,HAND_WAVING
1.44,0.49,-0.11,False,HAND_WAVING
1.28,0.56,-0.27,False,HAND_WAVING
1.09,0.36,-0.11,False,HAND_WAVING
1.06,0.16,0.11,False,HAND_WAVING
1.22,0.23,0.14,False,HAND_WAVING
1.47,0.22,0.31,False,HAND_WAVING
1.79,0.05,0.64,False,HAND_WAVING
1.66,0.07,1.23,False,HAND_WAVING
1.36,0.43,1.15,False,HAND_WAVING
1.12,0.68,0.87,False,HAND_WAVING
0.94,0.48,0.82,False,HAND_WAVING
0.90,0.44,0.51,False,HAND_WAVING
0.70,0.64,0.48,False,HAND_WAVING
0.63,0.46,0.26,False,HAND_WAVING
