X,Y,Z,FALL,ACTION
-0.00,0.00,1.00,False,HAND_WAVING
0.17,-0.28,1.05,False,HAND_WAVING
-0.18,0.25,0.98,False,HAND_WAVING
0.10,-0.15,1.01,False,HAND_WAVING
-0.09,0.04,1.16,False,HAND_WAVING
0.23,-0.70,1.27,False,HAND_WAVING
0.14,-0.97,0.65,False,HAND_WAVING
0.12,-0.95,0.68,False,HAND_WAVING
0.06,-1.09,0.29,False,HAND_WAVING
0.25,-0.89,0.52,False,HAND_WAVING
0.14,-0.56,0.19,False,HAND_WAVING
-0.05,-1.07,0.11,False,HAND_WAVING
0.02,-1.01,0.19,False,HAND_WAVING
0.09,-0.88,0.34,False,HAND_WAVING
-0.11,-1.05,0.08,False,HAND_WAVING
-0.27,-0.88,0.17,False,HAND_WAVING
-0.11,-1.13,0.08,False,HAND_WAVING
-0.48,-0.90,0.24,False,HAND_WAVING
-0.48,-1.45,0.33,False,HAND_WAVING
-0.63,-0.92,0.36,False,HAND_WAVING
-0.55,-0.96,0.45,False,HAND_WAVING
-1.20,-0.50,0.36,False,HAND_WAVING
-0.74,-0.66,0.22,False,HAND_WAVING
-0.43,-0.59,-0.01,False,HAND_WAVING
-0.26,-0.54,-0.11,False,HAND_WAVING
-0.16,-0.53,-0.18,False,HAND_WAVING
-0.01,-0.51,-0.36,False,HAND_WAVING
-0.15,-0.45,-0.49,False,HAND_WAVING
-0.51,-0.43,-0.64,False,HAND_WAVING
-0.71,-0.56,-0.67,False,HAND_WAVING
-1.08,-0.52,-0.75,False,HAND_WAVING
-1.19,-0.60,-0.73,False,HAND_WAVING
-1.25,-0.52,-0.65,False,HAND_WAVING
-1.18,-0.45,-0.62,False,HAND_WAVING
-0.92,-0.49,-0.51,False,HAND_WAVING
-0.86,-0.48,-0.48,False,HAND_WAVING
-0.94,-0.33,-0.40,False,HAND_WAVING
-0.99,-0.12,-0.33,False,HAND_WAVING
-1.00,-0.13,-0.32,False,HAND_WAVING
-1.12,-0.11,-0.39,False,HAND_WAVING
-0.96,-0.22,-0.50,False,HAND_WAVING
-1.39,-0.44,-0.85,False,HAND_WAVING
-1.35,-0.62,-0.87,False,HAND_WAVING
-1.21,-0.76,-0.94,False,HAND_WAVING
-1.07,-0.62,-1.05,False,HAND_WAVING
-0.84,-0.68,-0.91,False,HAND_WAVING
-0.67,-0.55,-0.80,False,HAND_WAVING
-0.47,-0.49,-0.63,False,HAND_WAVING
-0.34,-0.29,-0.50,False,HAND_WAVING
-0.21,-0.18,-0.38,False,HAND_WAVING
-0.12,-0.22,-0.20,False,HAND_WAVING
-0.11,-0.13,-0.24,False,HAND_WAVING
-0.07,-0.19,-0.24,False,HAND_WAVING
-0.16,-0.15,-0.34,False,HAND_WAVING
-0.38,-0.28,-0.42,False,HAND_WAVING
-0.60,-0.42,-0.47,False,HAND_WAVING
-0.91,-0.49,-0.62,False,HAND_WAVING
-1.29,-0.52,-0.50,False,HAND_WAVING
-1.40,-0.48,-0.63,False,HAND_WAVING
-1.02,-0.43,-0.60,False,HAND_WAVING
-0.91,-0.64,-0.45,False,HAND_WAVING
-0.98,-0.53,-0.51,False,HAND_WAVING
-1.31,-0.57,-0.41,False,HAND_WAVING
-1.10,-0.55,-0.37,False,HAND_WAVING
-0.96,-0.42,-0.26,False,HAND_WAVING
-1.01,-0.29,-0.22,False,HAND_WAVING
-0.98,-0.21,-0.29,False,HAND_WAVING
-1.35,-0.39,-0.33,False,HAND_WAVING
