TIME,X,Y,Z,ACTION
103,0.08,-0.48,10.28,FALLING_BACKWARDS
166,0.37,-0.71,9.26,FALLING_BACKWARDS
179,0.25,-0.77,9.35,FALLING_BACKWARDS
192,0.08,-0.68,9.44,FALLING_BACKWARDS
205,-0.01,-0.47,9.48,FALLING_BACKWARDS
218,-0.07,-0.25,9.51,FALLING_BACKWARDS
231,-0.08,-0.13,9.50,FALLING_BACKWARDS
244,-0.09,-0.10,9.46,FALLING_BACKWARDS
257,-0.11,-0.08,9.37,FALLING_BACKWARDS
270,-0.10,-0.07,9.33,FALLING_BACKWARDS
283,-0.10,-0.06,9.32,FALLING_BACKWARDS
296,-0.07,-0.05,9.29,FALLING_BACKWARDS
309,-0.12,-0.00,9.32,FALLING_BACKWARDS
322,-0.14,0.04,9.35,FALLING_BACKWARDS
335,-0.11,0.15,9.37,FALLING_BACKWARDS
348,-0.09,0.15,9.39,FALLING_BACKWARDS
361,-0.11,0.11,9.51,FALLING_BACKWARDS
374,-0.11,0.09,9.51,FALLING_BACKWARDS
387,-0.11,0.06,9.49,FALLING_BACKWARDS
400,-0.03,0.05,9.50,FALLING_BACKWARDS
413,0.02,0.00,9.51,FALLING_BACKWARDS
426,0.09,-0.02,9.43,FALLING_BACKWARDS
439,0.05,-0.06,9.42,FALLING_BACKWARDS
452,-0.03,-0.10,9.38,FALLING_BACKWARDS
465,-0.08,-0.11,9.46,FALLING_BACKWARDS
478,-0.14,-0.10,9.56,FALLING_BACKWARDS
491,-0.15,-0.17,9.69,FALLING_BACKWARDS
504,-0.21,-0.18,9.77,FALLING_BACKWARDS
517,-0.28,-0.20,9.83,FALLING_BACKWARDS
530,-0.29,-0.16,9.86,FALLING_BACKWARDS
543,-0.27,-0.11,9.84,FALLING_BACKWARDS
556,-0.23,-0.08,9.83,FALLING_BACKWARDS
569,-0.18,-0.08,9.78,FALLING_BACKWARDS
582,-0.17,-0.08,9.72,FALLING_BACKWARDS
595,-0.23,-0.12,9.67,FALLING_BACKWARDS
608,-0.30,-0.13,9.68,FALLING_BACKWARDS
621,-0.33,-0.16,9.73,FALLING_BACKWARDS
634,-0.36,-0.23,9.86,FALLING_BACKWARDS
647,-0.41,-0.25,9.96,FALLING_BACKWARDS
660,-0.40,-0.26,9.93,FALLING_BACKWARDS
673,-0.36,-0.26,9.82,FALLING_BACKWARDS
686,-0.28,-0.30,9.67,FALLING_BACKWARDS
699,-0.29,-0.31,9.60,FALLING_BACKWARDS
712,-0.30,-0.29,9.58,FALLING_BACKWARDS
725,-0.38,-0.25,9.57,FALLING_BACKWARDS
738,-0.39,-0.22,9.53,FALLING_BACKWARDS
751,-0.38,-0.27,9.56,FALLING_BACKWARDS
764,-0.37,-0.38,9.59,FALLING_BACKWARDS
777,-0.33,-0.44,9.56,FALLING_BACKWARDS
790,-0.25,-0.44,9.52,FALLING_BACKWARDS
803,-0.25,-0.42,9.47,FALLING_BACKWARDS
816,-0.25,-0.35,9.46,FALLING_BACKWARDS
829,-0.27,-0.29,9.51,FALLING_BACKWARDS
842,-0.29,-0.25,9.59,FALLING_BACKWARDS
855,-0.27,-0.26,9.59,FALLING_BACKWARDS
868,-0.23,-0.28,9.62,FALLING_BACKWARDS
881,-0.23,-0.34,9.63,FALLING_BACKWARDS
894,-0.22,-0.39,9.63,FALLING_BACKWARDS
907,-0.23,-0.38,9.71,FALLING_BACKWARDS
920,-0.23,-0.37,9.77,FALLING_BACKWARDS
933,-0.27,-0.35,9.84,FALLING_BACKWARDS
946,-0.21,-0.37,9.87,FALLING_BACKWARDS
959,-0.16,-0.42,9.87,FALLING_BACKWARDS
972,-0.15,-0.46,9.82,FALLING_BACKWARDS
985,-0.20,-0.52,9.77,FALLING_BACKWARDS
998,-0.25,-0.56,9.71,FALLING_BACKWARDS
1011,-0.27,-0.55,9.72,FALLING_BACKWARDS
1024,-0.29,-0.50,9.73,FALLING_BACKWARDS
1037,-0.25,-0.43,9.72,FALLING_BACKWARDS
1050,-0.19,-0.40,9.68,FALLING_BACKWARDS
1063,-0.21,-0.42,9.59,FALLING_BACKWARDS
1076,-0.17,-0.50,9.58,FALLING_BACKWARDS
1089,-0.18,-0.59,9.52,FALLING_BACKWARDS
1102,-0.20,-0.68,9.50,FALLING_BACKWARDS
1115,-0.23,-0.70,9.50,FALLING_BACKWARDS
1128,-0.20,-0.69,9.45,FALLING_BACKWARDS
1141,-0.15,-0.68,9.36,FALLING_BACKWARDS
1154,-0.16,-0.68,9.32,FALLING_BACKWARDS
1167,-0.23,-0.73,9.35,FALLING_BACKWARDS
1180,-0.28,-0.72,9.36,FALLING_BACKWARDS
1193,-0.31,-0.69,9.31,FALLING_BACKWARDS
1206,-0.28,-0.64,9.20,FALLING_BACKWARDS
1219,-0.23,-0.61,9.12,FALLING_BACKWARDS
1232,-0.21,-0.57,9.10,FALLING_BACKWARDS
1245,-0.22,-0.59,9.20,FALLING_BACKWARDS
1258,-0.24,-0.58,9.29,FALLING_BACKWARDS
1271,-0.33,-0.61,9.42,FALLING_BACKWARDS
1284,-0.32,-0.65,9.52,FALLING_BACKWARDS
1297,-0.28,-0.72,9.49,FALLING_BACKWARDS
1310,-0.29,-0.76,9.37,FALLING_BACKWARDS
