TIME,X,Y,Z,ACTION
103,-1.04,-0.05,8.48,FALLING_BACKWARDS
166,-1.33,0.45,9.43,FALLING_BACKWARDS
179,-1.46,0.55,9.61,FALLING_BACKWARDS
192,-1.56,0.66,9.84,FALLING_BACKWARDS
205,-1.61,0.71,10.05,FALLING_BACKWARDS
218,-1.61,0.68,10.14,FALLING_BACKWARDS
231,-1.62,0.64,10.19,FALLING_BACKWARDS
244,-1.61,0.62,10.16,FALLING_BACKWARDS
257,-1.47,0.63,10.20,FALLING_BACKWARDS
270,-1.42,0.58,10.22,FALLING_BACKWARDS
283,-1.36,0.44,10.13,FALLING_BACKWARDS
296,-1.27,0.25,10.00,FALLING_BACKWARDS
309,-1.19,0.07,9.87,FALLING_BACKWARDS
322,-1.09,-0.07,9.83,FALLING_BACKWARDS
335,-0.99,-0.18,9.71,FALLING_BACKWARDS
348,-0.91,-0.23,9.61,FALLING_BACKWARDS
361,-0.82,-0.28,9.53,FALLING_BACKWARDS
374,-0.74,-0.35,9.50,FALLING_BACKWARDS
387,-0.73,-0.40,9.44,FALLING_BACKWARDS
400,-0.71,-0.44,9.47,FALLING_BACKWARDS
413,-0.62,-0.41,9.45,FALLING_BACKWARDS
426,-0.54,-0.38,9.49,FALLING_BACKWARDS
439,-0.51,-0.35,9.51,FALLING_BACKWARDS
452,-0.56,-0.31,9.54,FALLING_BACKWARDS
465,-0.53,-0.26,9.58,FALLING_BACKWARDS
478,-0.53,-0.23,9.59,FALLING_BACKWARDS
491,-0.58,-0.21,9.63,FALLING_BACKWARDS
504,-0.61,-0.21,9.65,FALLING_BACKWARDS
517,-0.68,-0.20,9.65,FALLING_BACKWARDS
530,-0.67,-0.21,9.60,FALLING_BACKWARDS
543,-0.70,-0.23,9.57,FALLING_BACKWARDS
556,-0.66,-0.25,9.50,FALLING_BACKWARDS
569,-0.59,-0.25,9.44,FALLING_BACKWARDS
582,-0.51,-0.26,9.39,FALLING_BACKWARDS
595,-0.57,-0.29,9.36,FALLING_BACKWARDS
608,-0.56,-0.29,9.34,FALLING_BACKWARDS
621,-0.51,-0.34,9.33,FALLING_BACKWARDS
634,-0.52,-0.37,9.25,FALLING_BACKWARDS
647,-0.54,-0.39,9.23,FALLING_BACKWARDS
660,-0.55,-0.32,9.18,FALLING_BACKWARDS
673,-0.58,-0.27,9.24,FALLING_BACKWARDS
686,-0.67,-0.21,9.37,FALLING_BACKWARDS
