TIME,X,Y,Z,ACTION
103,-1.58,-1.76,9.77,HAND_WAVING
166,-0.58,-1.10,10.27,HAND_WAVING
179,-0.47,-1.16,10.22,HAND_WAVING
192,-0.37,-1.23,10.10,HAND_WAVING
205,-0.28,-1.27,9.93,HAND_WAVING
218,-0.15,-1.31,9.69,HAND_WAVING
231,-0.05,-1.31,9.39,HAND_WAVING
244,-0.04,-1.32,9.16,HAND_WAVING
257,-0.11,-1.24,9.12,HAND_WAVING
270,-0.14,-1.12,9.07,HAND_WAVING
283,-0.11,-0.99,8.98,HAND_WAVING
296,-0.05,-0.94,8.82,HAND_WAVING
309,-0.13,-0.96,8.60,HAND_WAVING
322,-0.29,-0.96,8.49,HAND_WAVING
335,-0.45,-0.79,8.47,HAND_WAVING
348,-0.53,-0.52,8.46,HAND_WAVING
361,-0.60,-0.26,8.34,HAND_WAVING
374,-0.86,-0.24,8.21,HAND_WAVING
387,-0.95,-0.22,8.09,HAND_WAVING
400,-0.95,-0.03,8.14,HAND_WAVING
413,-1.44,0.28,9.16,HAND_WAVING
426,-2.18,0.84,10.23,HAND_WAVING
439,-5.14,4.22,13.03,HAND_WAVING
452,-3.94,5.94,10.37,HAND_WAVING
465,-2.14,3.37,9.01,HAND_WAVING
478,-1.60,1.52,8.24,HAND_WAVING
491,-1.65,0.64,8.13,HAND_WAVING
504,-1.12,0.89,7.95,HAND_WAVING
517,-0.31,0.88,8.82,HAND_WAVING
530,0.10,0.47,11.03,HAND_WAVING
543,0.05,0.41,11.97,HAND_WAVING
556,-0.37,1.44,12.50,HAND_WAVING
569,-0.55,2.07,13.44,HAND_WAVING
582,-0.28,2.20,13.08,HAND_WAVING
595,-0.23,1.91,12.59,HAND_WAVING
608,-0.07,2.56,12.07,HAND_WAVING
621,1.18,2.98,12.47,HAND_WAVING
634,1.93,4.63,12.15,HAND_WAVING
647,1.86,6.04,11.26,HAND_WAVING
660,2.47,7.41,11.39,HAND_WAVING
673,3.42,8.33,11.45,HAND_WAVING
686,4.91,8.94,11.27,HAND_WAVING
699,6.18,9.44,11.00,HAND_WAVING
712,7.41,9.86,10.44,HAND_WAVING
725,8.15,10.45,10.06,HAND_WAVING
738,8.22,10.98,10.19,HAND_WAVING
751,7.13,11.51,10.07,HAND_WAVING
764,6.20,12.16,9.83,HAND_WAVING
777,5.82,12.37,9.25,HAND_WAVING
790,5.55,12.21,8.82,HAND_WAVING
803,5.61,11.69,8.23,HAND_WAVING
816,5.79,11.08,7.81,HAND_WAVING
829,5.07,10.28,7.64,HAND_WAVING
842,4.33,9.92,7.52,HAND_WAVING
855,4.19,9.20,7.07,HAND_WAVING
868,3.18,8.61,6.96,HAND_WAVING
881,2.08,7.97,6.83,HAND_WAVING
894,1.40,7.34,6.50,HAND_WAVING
907,0.83,7.09,6.19,HAND_WAVING
920,-0.01,6.61,6.19,HAND_WAVING
933,-0.34,6.39,6.11,HAND_WAVING
946,-0.84,6.11,5.90,HAND_WAVING
959,-0.80,5.85,5.85,HAND_WAVING
972,-1.13,5.73,5.98,HAND_WAVING
985,-1.64,5.34,6.04,HAND_WAVING
998,-1.75,5.18,5.87,HAND_WAVING
1011,-1.78,4.83,5.56,HAND_WAVING
1024,-1.63,4.69,5.46,HAND_WAVING
1037,-2.42,4.29,4.94,HAND_WAVING
1050,-3.50,3.51,4.58,HAND_WAVING
1063,-4.36,2.73,3.91,HAND_WAVING
1076,-5.07,1.89,3.28,HAND_WAVING
1089,-5.55,0.94,2.72,HAND_WAVING
1102,-6.03,0.18,2.17,HAND_WAVING
1115,-6.76,-0.60,1.53,HAND_WAVING
1128,-7.48,-1.68,0.91,HAND_WAVING
1141,-8.11,-2.72,0.43,HAND_WAVING
1154,-8.76,-3.62,0.07,HAND_WAVING
1167,-9.21,-4.36,0.09,HAND_WAVING
1180,-8.96,-5.26,-0.07,HAND_WAVING
1193,-8.83,-5.87,-0.27,HAND_WAVING
1206,-8.66,-6.22,-0.72,HAND_WAVING
1219,-8.98,-6.54,-0.92,HAND_WAVING
1232,-9.57,-6.65,-1.15,HAND_WAVING
1245,-9.92,-6.50,-1.42,HAND_WAVING
1258,-9.86,-6.25,-1.64,HAND_WAVING
1271,-9.53,-5.86,-1.88,HAND_WAVING
1284,-9.22,-5.42,-2.07,HAND_WAVING
1297,-9.07,-4.74,-2.03,HAND_WAVING
1310,-8.91,-4.02,-2.05,HAND_WAVING
1323,-8.80,-3.26,-2.01,HAND_WAVING
1336,-8.60,-2.49,-2.01,HAND_WAVING
1349,-8.46,-1.74,-1.76,HAND_WAVING
1362,-8.20,-0.91,-1.46,HAND_WAVING
1375,-7.77,-0.18,-1.03,HAND_WAVING
1388,-6.70,0.71,-0.17,HAND_WAVING
1401,-5.96,1.95,0.43,HAND_WAVING
1414,-6.11,3.02,1.11,HAND_WAVING
1427,-6.76,4.20,2.31,HAND_WAVING
1440,-7.06,5.65,3.45,HAND_WAVING
1453,-7.22,7.13,4.32,HAND_WAVING
1466,-6.05,8.92,5.05,HAND_WAVING
1479,-3.95,10.64,5.55,HAND_WAVING
1492,-1.76,11.80,6.04,HAND_WAVING
1505,0.23,13.12,6.64,HAND_WAVING
1518,1.17,14.18,6.70,HAND_WAVING
1531,1.64,15.31,6.45,HAND_WAVING
1544,0.56,15.98,5.87,HAND_WAVING
1557,-0.96,16.40,5.01,HAND_WAVING
1570,-2.61,16.16,4.27,HAND_WAVING
1583,-4.24,15.32,3.68,HAND_WAVING
1596,-5.42,13.94,2.86,HAND_WAVING
1609,-6.42,12.35,1.85,HAND_WAVING
1622,-7.11,10.39,0.50,HAND_WAVING
1635,-7.18,8.78,-0.22,HAND_WAVING
1648,-7.49,7.24,-0.70,HAND_WAVING
1661,-7.99,5.65,-1.12,HAND_WAVING
1674,-8.66,4.13,-1.51,HAND_WAVING
1687,-8.90,2.66,-1.66,HAND_WAVING
1700,-8.54,1.25,-1.97,HAND_WAVING
1725,-7.93,-1.06,-1.56,HAND_WAVING
1738,-8.04,-2.38,-1.77,HAND_WAVING
1751,-8.51,-3.48,-2.02,HAND_WAVING
1764,-8.96,-4.26,-2.09,HAND_WAVING
1777,-8.86,-4.83,-2.30,HAND_WAVING
1790,-8.58,-5.28,-2.68,HAND_WAVING
1803,-8.52,-5.82,-3.11,HAND_WAVING
1816,-8.59,-6.27,-3.29,HAND_WAVING
1829,-8.70,-6.49,-3.36,HAND_WAVING
1842,-8.60,-6.43,-3.22,HAND_WAVING
1855,-8.05,-6.09,-3.06,HAND_WAVING
1868,-7.08,-5.56,-2.87,HAND_WAVING
1881,-6.47,-4.88,-2.73,HAND_WAVING
1894,-5.95,-3.94,-2.37,HAND_WAVING
1907,-5.86,-3.05,-1.94,HAND_WAVING
1920,-5.85,-2.12,-1.50,HAND_WAVING
1933,-5.61,-1.15,-1.06,HAND_WAVING
1946,-4.82,-0.08,-0.55,HAND_WAVING
1959,-3.98,0.93,0.08,HAND_WAVING
1972,-2.91,2.21,0.91,HAND_WAVING
1985,-2.08,3.67,1.29,HAND_WAVING
1998,-1.44,5.44,1.94,HAND_WAVING
2011,-1.27,7.41,2.56,HAND_WAVING
2024,-0.65,9.60,3.08,HAND_WAVING
2037,0.23,11.80,3.77,HAND_WAVING
2050,1.50,13.33,4.38,HAND_WAVING
2063,2.89,14.55,4.99,HAND_WAVING
2076,4.42,15.38,5.63,HAND_WAVING
2089,5.67,16.54,6.04,HAND_WAVING
2102,6.03,17.70,6.06,HAND_WAVING
2115,5.65,18.93,5.72,HAND_WAVING
2128,4.96,19.61,5.42,HAND_WAVING
2141,3.32,19.61,5.45,HAND_WAVING
2154,1.68,19.61,5.13,HAND_WAVING
2167,1.36,19.61,5.19,HAND_WAVING
2180,1.38,19.61,5.04,HAND_WAVING
2193,2.37,19.27,4.48,HAND_WAVING
2206,3.07,18.33,4.04,HAND_WAVING
2219,2.79,17.21,3.29,HAND_WAVING
2232,1.74,15.98,2.64,HAND_WAVING
2245,0.25,14.47,1.95,HAND_WAVING
2258,-1.04,12.83,1.28,HAND_WAVING
2271,-2.01,10.74,0.60,HAND_WAVING
2284,-2.46,8.82,0.12,HAND_WAVING
2297,-2.85,6.85,-0.35,HAND_WAVING
2310,-2.94,5.14,-0.67,HAND_WAVING
2323,-3.29,3.75,-0.97,HAND_WAVING
2336,-3.83,2.40,-1.12,HAND_WAVING
2349,-4.34,1.41,-1.12,HAND_WAVING
2362,-5.14,0.29,-1.19,HAND_WAVING
2375,-5.88,-0.77,-1.36,HAND_WAVING
2388,-6.85,-2.14,-1.44,HAND_WAVING
2401,-7.96,-3.47,-1.32,HAND_WAVING
2414,-8.75,-4.78,-1.24,HAND_WAVING
2427,-9.45,-5.79,-1.19,HAND_WAVING
2440,-9.81,-6.66,-1.22,HAND_WAVING
