TIME,X,Y,Z,ACTION
103,-1.16,0.58,9.85,BENDING_DOWN
166,-1.27,0.37,9.93,BENDING_DOWN
179,-1.25,0.46,9.91,BENDING_DOWN
192,-1.18,0.67,9.92,BENDING_DOWN
205,-1.12,0.64,10.00,BENDING_DOWN
218,-1.11,0.48,10.19,BENDING_DOWN
231,-1.05,0.28,10.21,BENDING_DOWN
244,-1.00,0.17,10.01,BENDING_DOWN
257,-1.03,0.09,9.85,BENDING_DOWN
270,-1.04,0.11,9.68,BENDING_DOWN
283,-1.01,0.21,9.56,BENDING_DOWN
296,-0.96,0.38,9.48,BENDING_DOWN
309,-0.92,0.48,9.52,BENDING_DOWN
322,-0.83,0.57,9.60,BENDING_DOWN
335,-0.76,0.60,9.59,BENDING_DOWN
348,-0.63,0.59,9.62,BENDING_DOWN
361,-0.55,0.55,9.49,BENDING_DOWN
374,-0.45,0.45,9.40,BENDING_DOWN
387,-0.43,0.34,9.29,BENDING_DOWN
400,-0.42,0.21,9.24,BENDING_DOWN
413,-0.44,0.12,9.35,BENDING_DOWN
426,-0.54,0.06,9.40,BENDING_DOWN
439,-0.69,0.02,9.52,BENDING_DOWN
452,-0.88,0.04,9.60,BENDING_DOWN
465,-0.99,0.09,9.52,BENDING_DOWN
478,-1.08,0.16,9.45,BENDING_DOWN
491,-1.10,0.29,9.31,BENDING_DOWN
504,-1.04,0.44,9.15,BENDING_DOWN
517,-0.94,0.60,9.05,BENDING_DOWN
530,-0.80,0.68,8.95,BENDING_DOWN
543,-0.65,0.67,8.95,BENDING_DOWN
556,-0.53,0.55,9.07,BENDING_DOWN
569,-0.45,0.31,9.25,BENDING_DOWN
582,-0.39,-0.04,9.55,BENDING_DOWN
595,-0.42,-0.30,9.73,BENDING_DOWN
608,-0.46,-0.42,9.78,BENDING_DOWN
621,-0.50,-0.41,9.79,BENDING_DOWN
634,-0.51,-0.26,9.74,BENDING_DOWN
647,-0.50,-0.06,9.75,BENDING_DOWN
660,-0.46,0.14,9.70,BENDING_DOWN
673,-0.44,0.28,9.68,BENDING_DOWN
686,-0.44,0.37,9.58,BENDING_DOWN
699,-0.39,0.44,9.37,BENDING_DOWN
712,-0.31,0.54,9.27,BENDING_DOWN
725,-0.22,0.64,9.22,BENDING_DOWN
738,-0.12,0.71,9.22,BENDING_DOWN
751,-0.00,0.72,9.23,BENDING_DOWN
764,0.07,0.69,9.33,BENDING_DOWN
777,0.13,0.62,9.45,BENDING_DOWN
790,0.14,0.52,9.55,BENDING_DOWN
803,0.19,0.45,9.64,BENDING_DOWN
816,0.29,0.38,9.69,BENDING_DOWN
829,0.38,0.26,9.79,BENDING_DOWN
842,0.47,0.21,9.81,BENDING_DOWN
855,0.57,0.22,9.87,BENDING_DOWN
868,0.62,0.22,9.96,BENDING_DOWN
881,0.65,0.27,10.04,BENDING_DOWN
894,0.68,0.37,10.06,BENDING_DOWN
907,0.76,0.48,10.08,BENDING_DOWN
920,0.81,0.50,10.17,BENDING_DOWN
933,0.84,0.46,10.19,BENDING_DOWN
946,0.89,0.45,10.24,BENDING_DOWN
959,0.98,0.65,10.13,BENDING_DOWN
972,1.13,1.06,9.92,BENDING_DOWN
985,1.22,1.26,10.01,BENDING_DOWN
998,1.20,1.00,10.47,BENDING_DOWN
1011,1.12,0.68,10.92,BENDING_DOWN
