TIME,X,Y,Z,ACTION
103,-1.02,0.67,9.75,BENDING_DOWN
166,-0.98,0.31,9.56,BENDING_DOWN
179,-0.90,0.33,9.57,BENDING_DOWN
192,-0.83,0.39,9.56,BENDING_DOWN
205,-0.84,0.40,9.62,BENDING_DOWN
218,-0.85,0.37,9.75,BENDING_DOWN
231,-0.90,0.45,9.66,BENDING_DOWN
244,-0.81,0.60,9.57,BENDING_DOWN
257,-0.78,0.64,9.44,BENDING_DOWN
270,-0.79,0.57,9.38,BENDING_DOWN
283,-0.82,0.53,9.45,BENDING_DOWN
296,-0.83,0.63,9.50,BENDING_DOWN
309,-0.81,0.73,9.38,BENDING_DOWN
322,-0.76,0.82,9.28,BENDING_DOWN
335,-0.72,0.90,9.21,BENDING_DOWN
348,-0.75,0.91,9.16,BENDING_DOWN
361,-0.81,0.88,9.11,BENDING_DOWN
374,-0.85,0.82,9.13,BENDING_DOWN
387,-0.80,0.73,9.22,BENDING_DOWN
400,-0.77,0.70,9.30,BENDING_DOWN
413,-0.71,0.66,9.27,BENDING_DOWN
426,-0.70,0.55,9.39,BENDING_DOWN
439,-0.68,0.43,9.56,BENDING_DOWN
452,-0.77,0.40,9.57,BENDING_DOWN
465,-0.88,0.39,9.49,BENDING_DOWN
478,-0.91,0.34,9.38,BENDING_DOWN
491,-0.89,0.24,9.20,BENDING_DOWN
504,-0.88,0.21,9.10,BENDING_DOWN
517,-0.87,0.26,9.03,BENDING_DOWN
530,-0.87,0.35,9.04,BENDING_DOWN
543,-0.88,0.51,9.04,BENDING_DOWN
556,-0.88,0.67,9.06,BENDING_DOWN
569,-0.88,0.79,9.05,BENDING_DOWN
582,-0.88,0.87,9.02,BENDING_DOWN
595,-0.89,0.95,8.95,BENDING_DOWN
608,-0.90,1.00,8.91,BENDING_DOWN
621,-1.03,1.06,9.01,BENDING_DOWN
634,-1.18,1.15,9.33,BENDING_DOWN
647,-1.27,1.17,9.45,BENDING_DOWN
660,-1.36,1.12,9.53,BENDING_DOWN
673,-1.39,1.01,9.44,BENDING_DOWN
686,-1.33,0.91,9.19,BENDING_DOWN
699,-1.20,0.84,8.88,BENDING_DOWN
712,-1.00,0.77,8.51,BENDING_DOWN
725,-0.91,0.68,8.30,BENDING_DOWN
738,-0.88,0.66,8.24,BENDING_DOWN
751,-0.93,0.68,8.31,BENDING_DOWN
764,-1.08,0.77,8.57,BENDING_DOWN
777,-1.24,0.84,8.91,BENDING_DOWN
790,-1.31,0.77,9.07,BENDING_DOWN
803,-1.19,0.62,8.72,BENDING_DOWN
816,-1.09,0.43,8.39,BENDING_DOWN
829,-1.04,0.25,8.33,BENDING_DOWN
842,-1.01,0.08,8.46,BENDING_DOWN
855,-0.94,-0.02,8.39,BENDING_DOWN
868,-0.78,-0.02,8.00,BENDING_DOWN
881,-0.65,0.08,7.80,BENDING_DOWN
894,-0.56,0.24,7.71,BENDING_DOWN
907,-0.54,0.42,7.71,BENDING_DOWN
920,-0.63,0.51,7.84,BENDING_DOWN
933,-0.76,0.54,7.91,BENDING_DOWN
946,-0.82,0.48,7.76,BENDING_DOWN
959,-0.82,0.37,7.65,BENDING_DOWN
972,-0.76,0.28,7.77,BENDING_DOWN
985,-0.65,0.26,7.92,BENDING_DOWN
998,-0.59,0.33,7.99,BENDING_DOWN
1011,-0.54,0.28,8.06,BENDING_DOWN
1024,-0.61,0.13,8.17,BENDING_DOWN
1037,-0.67,-0.04,8.11,BENDING_DOWN
1050,-0.72,-0.19,8.07,BENDING_DOWN
1063,-0.68,-0.32,8.08,BENDING_DOWN
1076,-0.63,-0.43,8.22,BENDING_DOWN
1089,-0.53,-0.46,8.44,BENDING_DOWN
1102,-0.50,-0.42,8.59,BENDING_DOWN
1115,-0.62,-0.38,8.72,BENDING_DOWN
1128,-0.72,-0.36,8.88,BENDING_DOWN
1141,-0.74,-0.39,8.99,BENDING_DOWN
1154,-0.67,-0.50,9.06,BENDING_DOWN
1167,-0.63,-0.65,8.97,BENDING_DOWN
1180,-0.59,-0.69,9.01,BENDING_DOWN
1193,-0.57,-0.59,9.09,BENDING_DOWN
1206,-0.57,-0.42,9.30,BENDING_DOWN
1219,-0.58,-0.35,9.59,BENDING_DOWN
1232,-0.62,-0.48,9.57,BENDING_DOWN
1245,-0.63,-0.80,9.39,BENDING_DOWN
1258,-0.59,-1.01,9.11,BENDING_DOWN
1271,-0.49,-1.09,9.09,BENDING_DOWN
1284,-0.36,-1.08,9.14,BENDING_DOWN
1297,-0.28,-0.87,9.39,BENDING_DOWN
1310,-0.42,-0.74,9.80,BENDING_DOWN
1323,-0.59,-0.86,9.98,BENDING_DOWN
1336,-0.68,-1.11,10.00,BENDING_DOWN
1349,-0.68,-1.29,9.97,BENDING_DOWN
1362,-0.66,-1.33,9.91,BENDING_DOWN
1375,-0.60,-1.36,9.86,BENDING_DOWN
1388,-0.54,-1.32,9.77,BENDING_DOWN
1401,-0.48,-1.30,9.76,BENDING_DOWN
1414,-0.45,-1.30,9.67,BENDING_DOWN
1427,-0.47,-1.30,9.74,BENDING_DOWN
1440,-0.50,-1.31,9.87,BENDING_DOWN
1453,-0.52,-1.35,10.12,BENDING_DOWN
1466,-0.61,-1.44,10.23,BENDING_DOWN
1479,-0.61,-1.54,10.20,BENDING_DOWN
1492,-0.50,-1.61,10.08,BENDING_DOWN
1505,-0.46,-1.66,9.96,BENDING_DOWN
1518,-0.44,-1.69,9.89,BENDING_DOWN
1531,-0.59,-1.83,9.95,BENDING_DOWN
1544,-0.64,-1.80,10.07,BENDING_DOWN
1557,-0.67,-1.72,10.14,BENDING_DOWN
1570,-0.71,-1.70,10.42,BENDING_DOWN
1583,-0.63,-1.63,10.62,BENDING_DOWN
1596,-0.64,-1.69,10.73,BENDING_DOWN
1609,-0.63,-1.77,10.78,BENDING_DOWN
1622,-0.63,-1.76,10.70,BENDING_DOWN
1635,-0.71,-1.76,10.69,BENDING_DOWN
1648,-0.87,-1.76,10.70,BENDING_DOWN
1661,-1.03,-1.73,10.86,BENDING_DOWN
1686,-1.01,-1.69,11.03,BENDING_DOWN
1699,-0.91,-1.59,11.04,BENDING_DOWN
1712,-0.79,-1.61,11.01,BENDING_DOWN
1725,-0.73,-1.59,10.85,BENDING_DOWN
1738,-0.73,-1.57,10.77,BENDING_DOWN
1751,-0.81,-1.49,10.78,BENDING_DOWN
1764,-0.85,-1.38,10.77,BENDING_DOWN
1777,-0.88,-1.36,10.86,BENDING_DOWN
1790,-0.89,-1.30,10.96,BENDING_DOWN
1803,-0.83,-1.27,11.03,BENDING_DOWN
1816,-0.80,-1.28,10.92,BENDING_DOWN
1829,-0.77,-1.27,10.93,BENDING_DOWN
1842,-0.71,-1.26,10.81,BENDING_DOWN
1855,-0.71,-1.29,10.63,BENDING_DOWN
1868,-0.68,-1.41,10.41,BENDING_DOWN
1881,-0.70,-1.48,10.30,BENDING_DOWN
1894,-0.69,-1.50,10.31,BENDING_DOWN
1907,-0.73,-1.49,10.31,BENDING_DOWN
1920,-0.72,-1.45,10.27,BENDING_DOWN
1933,-0.72,-1.42,10.21,BENDING_DOWN
1946,-0.72,-1.39,10.15,BENDING_DOWN
1959,-0.69,-1.34,10.18,BENDING_DOWN
1972,-0.69,-1.37,10.17,BENDING_DOWN
1985,-0.69,-1.47,10.22,BENDING_DOWN
1998,-0.82,-1.58,10.39,BENDING_DOWN
2011,-0.92,-1.61,10.56,BENDING_DOWN
2024,-0.90,-1.63,10.68,BENDING_DOWN
2037,-0.91,-1.63,10.65,BENDING_DOWN
2050,-0.93,-1.57,10.65,BENDING_DOWN
2063,-0.91,-1.50,10.69,BENDING_DOWN
2076,-0.85,-1.48,10.77,BENDING_DOWN
2089,-0.94,-1.53,10.82,BENDING_DOWN
2102,-1.00,-1.54,10.94,BENDING_DOWN
2115,-0.98,-1.56,10.98,BENDING_DOWN
2128,-0.95,-1.62,11.00,BENDING_DOWN
2141,-0.96,-1.59,11.02,BENDING_DOWN
2154,-0.89,-1.55,11.12,BENDING_DOWN
2167,-0.90,-1.42,11.29,BENDING_DOWN
2180,-0.93,-1.37,11.51,BENDING_DOWN
2193,-1.01,-1.34,11.78,BENDING_DOWN
2206,-1.07,-1.38,11.96,BENDING_DOWN
2219,-1.07,-1.36,12.21,BENDING_DOWN
2232,-1.05,-1.27,12.44,BENDING_DOWN
2245,-1.06,-1.21,12.56,BENDING_DOWN
2258,-1.05,-1.25,12.61,BENDING_DOWN
2271,-1.07,-1.27,12.69,BENDING_DOWN
2284,-1.09,-1.23,12.86,BENDING_DOWN
2297,-1.14,-1.26,12.99,BENDING_DOWN
2310,-1.18,-1.20,12.96,BENDING_DOWN
2323,-1.21,-1.19,12.88,BENDING_DOWN
2336,-1.21,-1.19,12.86,BENDING_DOWN
2349,-1.25,-1.19,12.77,BENDING_DOWN
2362,-1.28,-1.17,12.71,BENDING_DOWN
2375,-1.29,-1.16,12.64,BENDING_DOWN
2388,-1.29,-1.21,12.64,BENDING_DOWN
2401,-1.29,-1.27,12.62,BENDING_DOWN
2414,-1.35,-1.27,12.73,BENDING_DOWN
2427,-1.36,-1.17,12.69,BENDING_DOWN
2440,-1.39,-1.17,12.55,BENDING_DOWN
2453,-1.43,-1.22,12.44,BENDING_DOWN
2466,-1.41,-1.21,12.27,BENDING_DOWN
2479,-1.42,-1.22,12.21,BENDING_DOWN
2492,-1.43,-1.07,12.16,BENDING_DOWN
2505,-1.40,-1.00,12.18,BENDING_DOWN
2518,-1.48,-1.02,12.13,BENDING_DOWN
2531,-1.56,-1.04,12.05,BENDING_DOWN
2544,-1.58,-1.01,11.91,BENDING_DOWN
2557,-1.54,-0.90,11.72,BENDING_DOWN
2570,-1.52,-0.82,11.61,BENDING_DOWN
2583,-1.53,-0.78,11.54,BENDING_DOWN
2596,-1.49,-0.76,11.54,BENDING_DOWN
2609,-1.36,-0.69,11.53,BENDING_DOWN
2622,-1.31,-0.73,11.56,BENDING_DOWN
2635,-1.45,-0.72,11.63,BENDING_DOWN
2648,-1.52,-0.77,11.63,BENDING_DOWN
2661,-1.49,-0.78,11.50,BENDING_DOWN
