TIME,X,Y,Z,ACTION
103,0.87,1.09,9.60,BENDING_DOWN
166,0.35,0.74,9.75,BENDING_DOWN
179,0.25,0.88,9.80,BENDING_DOWN
192,0.20,1.06,9.84,BENDING_DOWN
205,0.14,1.20,9.78,BENDING_DOWN
218,0.14,1.32,9.73,BENDING_DOWN
231,0.16,1.39,9.63,BENDING_DOWN
244,0.17,1.43,9.50,BENDING_DOWN
257,0.20,1.43,9.44,BENDING_DOWN
270,0.16,1.34,9.46,BENDING_DOWN
283,0.17,1.32,9.56,BENDING_DOWN
296,0.20,1.41,9.62,BENDING_DOWN
309,0.23,1.46,9.48,BENDING_DOWN
322,0.16,1.32,9.23,BENDING_DOWN
335,0.11,1.16,9.03,BENDING_DOWN
348,0.06,1.17,8.90,BENDING_DOWN
361,0.01,1.24,8.77,BENDING_DOWN
374,-0.02,1.22,8.75,BENDING_DOWN
387,-0.06,1.09,8.73,BENDING_DOWN
400,-0.15,1.15,8.70,BENDING_DOWN
413,-0.19,1.45,8.66,BENDING_DOWN
426,-0.25,1.56,8.89,BENDING_DOWN
439,-0.28,1.10,9.19,BENDING_DOWN
452,-0.30,0.35,9.43,BENDING_DOWN
465,-0.28,-0.20,9.53,BENDING_DOWN
478,-0.32,-0.37,9.37,BENDING_DOWN
491,-0.40,-0.49,8.98,BENDING_DOWN
504,-0.54,-0.65,8.62,BENDING_DOWN
517,-0.71,-0.64,8.26,BENDING_DOWN
530,-0.89,-0.42,7.94,BENDING_DOWN
543,-1.05,-0.18,7.71,BENDING_DOWN
556,-1.20,-0.01,7.67,BENDING_DOWN
569,-1.27,0.11,7.60,BENDING_DOWN
582,-1.17,0.25,7.44,BENDING_DOWN
595,-1.01,0.38,7.27,BENDING_DOWN
608,-0.79,0.53,7.04,BENDING_DOWN
621,-0.53,0.72,6.78,BENDING_DOWN
634,-0.31,0.92,6.53,BENDING_DOWN
647,-0.18,0.91,6.36,BENDING_DOWN
660,-0.22,0.65,6.34,BENDING_DOWN
673,-0.31,0.60,6.54,BENDING_DOWN
686,-0.37,0.74,6.73,BENDING_DOWN
699,-0.46,0.72,6.94,BENDING_DOWN
712,-0.49,0.41,7.22,BENDING_DOWN
725,-0.48,0.08,7.49,BENDING_DOWN
738,-0.41,-0.16,7.61,BENDING_DOWN
751,-0.36,-0.16,7.65,BENDING_DOWN
764,-0.33,0.09,7.65,BENDING_DOWN
777,-0.27,0.30,7.70,BENDING_DOWN
790,-0.21,0.31,8.06,BENDING_DOWN
803,-0.01,0.30,8.53,BENDING_DOWN
816,0.08,0.35,8.89,BENDING_DOWN
829,0.08,0.35,9.10,BENDING_DOWN
842,-0.01,0.32,9.06,BENDING_DOWN
855,-0.04,0.30,9.00,BENDING_DOWN
868,-0.05,0.37,8.99,BENDING_DOWN
881,0.04,0.45,9.07,BENDING_DOWN
894,0.12,0.42,9.23,BENDING_DOWN
907,0.07,0.46,9.42,BENDING_DOWN
920,-0.05,0.51,9.44,BENDING_DOWN
933,-0.14,0.53,9.38,BENDING_DOWN
946,-0.26,0.57,9.30,BENDING_DOWN
959,-0.19,0.68,9.39,BENDING_DOWN
972,-0.15,0.75,9.70,BENDING_DOWN
985,-0.14,0.79,10.20,BENDING_DOWN
998,-0.19,0.87,10.61,BENDING_DOWN
1011,-0.34,0.76,10.90,BENDING_DOWN
1024,-0.67,0.36,11.06,BENDING_DOWN
1037,-0.85,-0.02,11.32,BENDING_DOWN
1050,-0.92,-0.08,11.54,BENDING_DOWN
1063,-0.95,0.23,11.67,BENDING_DOWN
1076,-0.92,0.52,11.87,BENDING_DOWN
1089,-1.06,0.55,12.04,BENDING_DOWN
1102,-1.12,0.29,12.15,BENDING_DOWN
1115,-1.00,0.07,11.98,BENDING_DOWN
1128,-0.90,-0.29,11.92,BENDING_DOWN
1141,-0.86,-0.52,11.94,BENDING_DOWN
1154,-0.74,-0.43,12.11,BENDING_DOWN
1167,-0.73,-0.47,12.24,BENDING_DOWN
1180,-0.66,-0.57,12.02,BENDING_DOWN
1193,-0.45,-0.48,11.44,BENDING_DOWN
1206,-0.09,-0.06,10.75,BENDING_DOWN
1219,0.33,0.57,10.19,BENDING_DOWN
1232,0.51,0.97,9.87,BENDING_DOWN
1245,0.66,0.88,9.99,BENDING_DOWN
1258,0.83,0.75,10.27,BENDING_DOWN
1271,0.87,0.79,10.46,BENDING_DOWN
1284,0.64,0.63,10.84,BENDING_DOWN
1297,0.17,0.37,11.21,BENDING_DOWN
1310,-0.23,0.23,11.38,BENDING_DOWN
1323,-0.46,0.33,11.35,BENDING_DOWN
1336,-0.58,0.40,11.39,BENDING_DOWN
1349,-0.68,0.14,11.55,BENDING_DOWN
1362,-0.69,-0.17,11.62,BENDING_DOWN
1375,-0.39,-0.32,11.53,BENDING_DOWN
