TIME,X,Y,Z,ACTION
103,-0.57,0.20,9.63,BENDING_DOWN
166,-0.57,-0.10,9.83,BENDING_DOWN
179,-0.57,-0.12,9.78,BENDING_DOWN
192,-0.53,-0.12,9.68,BENDING_DOWN
205,-0.51,-0.05,9.56,BENDING_DOWN
218,-0.48,0.03,9.55,BENDING_DOWN
231,-0.47,0.10,9.55,BENDING_DOWN
244,-0.50,0.15,9.53,BENDING_DOWN
257,-0.51,0.19,9.55,BENDING_DOWN
270,-0.53,0.20,9.51,BENDING_DOWN
283,-0.52,0.17,9.52,BENDING_DOWN
296,-0.50,0.15,9.49,BENDING_DOWN
309,-0.50,0.19,9.53,BENDING_DOWN
322,-0.48,0.22,9.53,BENDING_DOWN
335,-0.46,0.22,9.51,BENDING_DOWN
348,-0.47,0.15,9.58,BENDING_DOWN
361,-0.46,0.11,9.59,BENDING_DOWN
374,-0.45,0.12,9.61,BENDING_DOWN
387,-0.41,0.14,9.56,BENDING_DOWN
400,-0.38,0.17,9.52,BENDING_DOWN
413,-0.34,0.23,9.51,BENDING_DOWN
426,-0.33,0.32,9.51,BENDING_DOWN
439,-0.31,0.35,9.48,BENDING_DOWN
452,-0.35,0.34,9.54,BENDING_DOWN
465,-0.32,0.39,9.49,BENDING_DOWN
478,-0.30,0.47,9.36,BENDING_DOWN
491,-0.29,0.52,9.21,BENDING_DOWN
504,-0.29,0.58,9.05,BENDING_DOWN
517,-0.30,0.57,9.00,BENDING_DOWN
530,-0.22,0.54,9.05,BENDING_DOWN
543,-0.19,0.48,9.06,BENDING_DOWN
556,-0.28,0.32,9.02,BENDING_DOWN
569,-0.40,0.22,8.94,BENDING_DOWN
582,-0.46,0.27,8.79,BENDING_DOWN
595,-0.52,0.39,8.65,BENDING_DOWN
608,-0.60,0.48,8.42,BENDING_DOWN
621,-0.71,0.53,8.13,BENDING_DOWN
634,-0.78,0.63,7.79,BENDING_DOWN
647,-0.84,0.69,7.47,BENDING_DOWN
