TIME,X,Y,Z,ACTION
103,-0.98,-1.04,6.79,WALKING
166,-2.09,-1.32,6.22,WALKING
179,-2.27,-1.23,6.11,WALKING
192,-2.33,-1.12,5.98,WALKING
208,-2.45,-0.95,6.04,WALKING
221,-2.48,-0.93,6.15,WALKING
234,-2.68,-1.07,6.20,WALKING
247,-2.97,-1.30,6.10,WALKING
260,-3.23,-1.57,5.94,WALKING
273,-3.49,-1.76,5.93,WALKING
286,-3.78,-1.87,6.01,WALKING
299,-4.03,-1.95,6.24,WALKING
312,-4.44,-1.91,6.62,WALKING
325,-4.76,-1.93,7.04,WALKING
338,-4.98,-1.98,7.35,WALKING
351,-5.34,-2.20,7.55,WALKING
364,-5.59,-2.36,7.80,WALKING
377,-5.69,-2.57,8.04,WALKING
390,-5.87,-2.63,8.46,WALKING
403,-5.94,-2.81,8.80,WALKING
416,-5.93,-3.04,8.97,WALKING
431,-5.92,-3.32,9.02,WALKING
444,-5.93,-3.46,8.97,WALKING
457,-5.98,-3.60,8.96,WALKING
470,-6.02,-3.66,9.32,WALKING
483,-6.02,-3.80,9.88,WALKING
496,-6.11,-4.17,10.18,WALKING
509,-6.36,-4.65,10.32,WALKING
522,-6.64,-5.05,10.39,WALKING
535,-6.78,-5.38,10.43,WALKING
548,-6.67,-5.55,10.47,WALKING
561,-6.80,-5.77,10.59,WALKING
574,-6.98,-5.98,10.79,WALKING
587,-7.15,-6.05,11.00,WALKING
600,-7.02,-6.01,11.14,WALKING
613,-6.77,-5.84,11.06,WALKING
626,-6.48,-5.66,10.86,WALKING
639,-6.24,-5.44,10.68,WALKING
654,-6.07,-5.28,10.42,WALKING
667,-5.89,-5.23,10.08,WALKING
680,-5.91,-5.29,9.65,WALKING
693,-6.14,-5.50,9.26,WALKING
706,-6.41,-5.66,8.92,WALKING
719,-6.66,-5.74,8.65,WALKING
732,-6.80,-5.63,8.54,WALKING
745,-6.89,-5.45,8.45,WALKING
758,-6.99,-5.20,8.43,WALKING
771,-7.03,-4.94,8.57,WALKING
784,-7.00,-4.71,8.71,WALKING
797,-7.01,-4.57,8.86,WALKING
810,-7.02,-4.54,8.83,WALKING
823,-7.07,-4.56,8.66,WALKING
836,-7.05,-4.60,8.41,WALKING
849,-7.12,-4.62,8.03,WALKING
862,-7.09,-4.57,7.69,WALKING
877,-7.03,-4.40,7.35,WALKING
890,-6.97,-4.29,7.06,WALKING
903,-6.84,-4.16,6.75,WALKING
916,-6.76,-4.02,6.37,WALKING
929,-6.60,-3.91,5.96,WALKING
942,-6.51,-3.76,5.65,WALKING
955,-6.34,-3.61,5.42,WALKING
968,-6.25,-3.50,5.29,WALKING
981,-6.25,-3.40,5.26,WALKING
994,-6.17,-3.34,5.28,WALKING
1007,-6.05,-3.27,5.30,WALKING
1020,-6.08,-3.18,5.20,WALKING
1033,-6.05,-3.09,5.15,WALKING
1046,-5.95,-2.91,5.15,WALKING
1059,-5.88,-2.80,5.19,WALKING
1072,-5.80,-2.77,5.20,WALKING
1085,-5.87,-2.73,5.25,WALKING
1100,-6.28,-2.97,5.13,WALKING
1113,-6.36,-2.87,5.14,WALKING
1126,-6.12,-2.63,5.24,WALKING
1139,-5.76,-2.41,5.40,WALKING
1152,-5.71,-2.35,5.48,WALKING
1165,-5.73,-2.39,5.60,WALKING
1178,-5.79,-2.47,5.66,WALKING
1191,-5.94,-2.55,5.80,WALKING
1204,-6.06,-2.58,6.08,WALKING
1217,-6.05,-2.61,6.34,WALKING
1230,-6.03,-2.62,6.57,WALKING
1243,-6.03,-2.65,6.72,WALKING
1256,-6.13,-2.72,6.67,WALKING
1269,-6.23,-2.72,6.54,WALKING
1282,-6.27,-2.68,6.37,WALKING
1295,-6.19,-2.61,6.22,WALKING
1310,-6.01,-2.59,6.14,WALKING
1323,-5.97,-2.68,6.13,WALKING
1336,-5.87,-2.80,6.16,WALKING
1349,-5.59,-2.95,6.24,WALKING
1362,-5.25,-3.06,6.39,WALKING
