TIME,X,Y,Z,ACTION
161,-5.83,0,0,WALKING
283,-4.6,-24.17,10.11,WALKING
356,-4.6,103.13,16.55,WALKING
428,-4.6,103.13,16.55,WALKING
501,-4.6,103.13,16.55,WALKING
574,-4.6,103.13,16.55,WALKING
646,-4.6,103.13,16.55,WALKING
719,-4.6,103.13,16.55,WALKING
792,-4.6,103.13,16.55,WALKING
865,-4.6,103.13,16.55,WALKING
937,-4.6,103.13,16.55,WALKING
1010,-4.6,103.13,16.55,WALKING
1083,-4.6,103.13,16.55,WALKING
1155,-4.6,103.13,16.55,WALKING
1228,-4.6,103.13,16.55,WALKING
1301,-4.6,103.13,16.55,WALKING
1373,-4.6,103.13,16.55,WALKING
1446,-4.6,103.13,16.55,WALKING
1519,-4.6,103.13,16.55,WALKING
1592,-4.6,103.13,16.55,WALKING
1664,-4.6,103.13,16.55,WALKING
1737,-4.6,103.13,16.55,WALKING
1810,-4.6,103.13,16.55,WALKING
1882,-4.6,103.13,16.55,WALKING
1955,-4.6,103.13,16.55,WALKING
2028,-4.6,103.13,16.55,WALKING
2101,-4.6,103.13,16.55,WALKING
2173,-4.6,103.13,16.55,WALKING
2246,-4.6,103.13,16.55,WALKING
2319,-4.6,103.13,16.55,WALKING
2391,-4.6,103.13,16.55,WALKING
2464,-4.6,103.13,16.55,WALKING
2537,-4.6,103.13,16.55,WALKING
2610,-4.6,103.13,16.55,WALKING
2682,-4.6,103.13,16.55,WALKING
2755,-4.6,103.13,16.55,WALKING
2828,-4.6,103.13,16.55,WALKING
2900,-4.6,103.13,16.55,WALKING
2973,-4.6,103.13,16.55,WALKING
3046,-4.6,103.13,16.55,WALKING
3118,-4.6,103.13,16.55,WALKING
3191,-4.6,103.13,16.55,WALKING
3264,-4.6,103.13,16.55,WALKING
3337,-4.6,103.13,16.55,WALKING
3409,-4.6,103.13,16.55,WALKING
3482,-4.6,103.13,16.55,WALKING
3555,-4.6,103.13,16.55,WALKING
3627,-4.6,103.13,16.55,WALKING
3700,-4.6,103.13,16.55,WALKING
3773,-4.6,103.13,16.55,WALKING
3846,-4.6,103.13,16.55,WALKING
3918,-4.6,103.13,16.55,WALKING
3991,-4.6,103.13,16.55,WALKING
4064,-4.6,103.13,16.55,WALKING
4136,-4.6,103.13,16.55,WALKING
4209,-4.6,103.13,16.55,WALKING
4282,-4.6,103.13,16.55,WALKING
4355,-4.6,103.13,16.55,WALKING
4427,-4.6,103.13,16.55,WALKING
4500,-4.6,103.13,16.55,WALKING
4582,-4.6,103.13,16.55,WALKING
4655,-4.6,103.13,16.55,WALKING
4727,-4.6,103.13,16.55,WALKING
4800,-4.6,103.13,16.55,WALKING
4873,-4.6,103.13,16.55,WALKING
4945,-4.6,103.13,16.55,WALKING
5018,-4.6,103.13,16.55,WALKING
5091,-4.6,103.13,16.55,WALKING
5164,-4.6,103.13,16.55,WALKING
5236,-4.6,103.13,16.55,WALKING
5309,-4.6,103.13,16.55,WALKING
5382,-4.6,103.13,16.55,WALKING
5454,-4.6,103.13,16.55,WALKING
5527,-4.6,103.13,16.55,WALKING
5600,-4.6,103.13,16.55,WALKING
5672,-4.6,103.13,16.55,WALKING
5745,-4.6,103.13,16.55,WALKING
5818,-4.6,103.13,16.55,WALKING
5891,-4.6,103.13,16.55,WALKING
5963,-4.6,103.13,16.55,WALKING
6036,-4.6,103.13,16.55,WALKING
6109,-4.6,103.13,16.55,WALKING
6181,-4.6,103.13,16.55,WALKING
6254,-4.6,103.13,16.55,WALKING
6327,-4.6,103.13,16.55,WALKING
6400,-4.6,103.13,16.55,WALKING
6472,-4.6,103.13,16.55,WALKING
6545,-4.6,103.13,16.55,WALKING
6618,-4.6,103.13,16.55,WALKING
6690,-4.6,103.13,16.55,WALKING
6763,-4.6,103.13,16.55,WALKING
6836,-4.6,103.13,16.55,WALKING
6909,-4.6,103.13,16.55,WALKING
6981,-4.6,103.13,16.55,WALKING
7054,-4.6,103.13,16.55,WALKING
7127,-4.6,103.13,16.55,WALKING
7199,-4.6,103.13,16.55,WALKING
7272,-4.6,103.13,16.55,WALKING
7345,-4.6,103.13,16.55,WALKING
7418,-4.6,103.13,16.55,WALKING
7490,-4.6,103.13,16.55,WALKING
7563,-4.6,103.13,16.55,WALKING
7636,-4.6,103.13,16.55,WALKING
7708,-4.6,103.13,16.55,WALKING
7781,-4.6,103.13,16.55,WALKING
7854,-4.6,103.13,16.55,WALKING
7926,-4.6,103.13,16.55,WALKING
7999,-4.6,103.13,16.55,WALKING
8072,-4.6,103.13,16.55,WALKING
8145,-4.6,103.13,16.55,WALKING
8217,-4.6,103.13,16.55,WALKING
8290,-4.6,103.13,16.55,WALKING
8363,-4.6,103.13,16.55,WALKING
8435,-4.6,103.13,16.55,WALKING
8508,-4.6,103.13,16.55,WALKING
8581,-4.6,103.13,16.55,WALKING
8654,-4.6,103.13,16.55,WALKING
8726,-4.6,103.13,16.55,WALKING
8799,-4.6,103.13,16.55,WALKING
8872,-4.6,103.13,16.55,WALKING
8944,-4.6,103.13,16.55,WALKING
9017,-4.6,103.13,16.55,WALKING
9090,-4.6,103.13,16.55,WALKING
9163,-4.6,103.13,16.55,WALKING
9247,-4.6,103.13,16.55,WALKING
9320,-4.6,103.13,16.55,WALKING
9392,-4.6,103.13,16.55,WALKING
9465,-4.6,103.13,16.55,WALKING
9538,-4.6,103.13,16.55,WALKING
9610,-4.6,103.13,16.55,WALKING
9683,-4.6,103.13,16.55,WALKING
9756,-4.6,103.13,16.55,WALKING
9829,-4.6,103.13,16.55,WALKING
9901,-4.6,103.13,16.55,WALKING
9974,-4.6,103.13,16.55,WALKING
10047,-4.6,103.13,16.55,WALKING
10119,-4.6,103.13,16.55,WALKING
10192,-4.6,103.13,16.55,WALKING
10265,-4.6,103.13,16.55,WALKING
10338,-4.6,103.13,16.55,WALKING
10410,-4.6,103.13,16.55,WALKING
10483,-4.6,103.13,16.55,WALKING
10556,-4.6,103.13,16.55,WALKING
10628,-4.6,103.13,16.55,WALKING
10701,-4.6,103.13,16.55,WALKING
10774,-4.6,103.13,16.55,WALKING
10847,-4.6,103.13,16.55,WALKING
10919,-4.6,103.13,16.55,WALKING
10992,-4.6,103.13,16.55,WALKING
11065,-4.6,103.13,16.55,WALKING
11137,-4.6,103.13,16.55,WALKING
11210,-4.6,103.13,16.55,WALKING
11283,-4.6,103.13,16.55,WALKING
11355,-4.6,103.13,16.55,WALKING
11428,-4.6,103.13,16.55,WALKING
11501,-4.6,103.13,16.55,WALKING
11574,-4.6,103.13,16.55,WALKING
11646,-4.6,103.13,16.55,WALKING
11719,-4.6,103.13,16.55,WALKING
11792,-4.6,103.13,16.55,WALKING
