TIME,X,Y,Z,ACTION
162,-5.83,0.00,0.00,FALLING_BACKWARDS
284,-4.60,-24.17,10.11,FALLING_BACKWARDS
357,-4.60,103.13,16.55,FALLING_BACKWARDS
432,-4.60,103.13,16.55,FALLING_BACKWARDS
505,-4.60,103.13,16.55,FALLING_BACKWARDS
577,-4.60,103.13,16.55,FALLING_BACKWARDS
650,-4.60,103.13,16.55,FALLING_BACKWARDS
723,-4.60,103.13,16.55,FALLING_BACKWARDS
795,-4.60,103.13,16.55,FALLING_BACKWARDS
868,-4.60,103.13,16.55,FALLING_BACKWARDS
941,-4.60,103.13,16.55,FALLING_BACKWARDS
1014,-4.60,103.13,16.55,FALLING_BACKWARDS
1086,-4.60,103.13,16.55,FALLING_BACKWARDS
1159,-4.60,103.13,16.55,FALLING_BACKWARDS
1232,-4.60,103.13,16.55,FALLING_BACKWARDS
1306,-4.60,103.13,16.55,FALLING_BACKWARDS
1379,-4.60,103.13,16.55,FALLING_BACKWARDS
1451,-4.60,103.13,16.55,FALLING_BACKWARDS
1524,-4.60,103.13,16.55,FALLING_BACKWARDS
1597,-4.60,103.13,16.55,FALLING_BACKWARDS
1669,-4.60,103.13,16.55,FALLING_BACKWARDS
1742,-4.60,103.13,16.55,FALLING_BACKWARDS
1815,-4.60,103.13,16.55,FALLING_BACKWARDS
1888,-4.60,103.13,16.55,FALLING_BACKWARDS
1960,-4.60,103.13,16.55,FALLING_BACKWARDS
2033,-4.60,103.13,16.55,FALLING_BACKWARDS
2106,-4.60,103.13,16.55,FALLING_BACKWARDS
2180,-4.60,103.13,16.55,FALLING_BACKWARDS
2253,-4.60,103.13,16.55,FALLING_BACKWARDS
2325,-4.60,103.13,16.55,FALLING_BACKWARDS
2398,-4.60,103.13,16.55,FALLING_BACKWARDS
2471,-4.60,103.13,16.55,FALLING_BACKWARDS
2543,-4.60,103.13,16.55,FALLING_BACKWARDS
2616,-4.60,103.13,16.55,FALLING_BACKWARDS
2689,-4.60,103.13,16.55,FALLING_BACKWARDS
2762,-4.60,103.13,16.55,FALLING_BACKWARDS
2834,-4.60,103.13,16.55,FALLING_BACKWARDS
2907,-4.60,103.13,16.55,FALLING_BACKWARDS
2980,-4.60,103.13,16.55,FALLING_BACKWARDS
3054,-4.60,103.13,16.55,FALLING_BACKWARDS
3127,-4.60,103.13,16.55,FALLING_BACKWARDS
3199,-4.60,103.13,16.55,FALLING_BACKWARDS
3272,-4.60,103.13,16.55,FALLING_BACKWARDS
3345,-4.60,103.13,16.55,FALLING_BACKWARDS
3417,-4.60,103.13,16.55,FALLING_BACKWARDS
3490,-4.60,103.13,16.55,FALLING_BACKWARDS
3563,-4.60,103.13,16.55,FALLING_BACKWARDS
3636,-4.60,103.13,16.55,FALLING_BACKWARDS
3708,-4.60,103.13,16.55,FALLING_BACKWARDS
3781,-4.60,103.13,16.55,FALLING_BACKWARDS
3854,-4.60,103.13,16.55,FALLING_BACKWARDS
3928,-4.60,103.13,16.55,FALLING_BACKWARDS
4001,-4.60,103.13,16.55,FALLING_BACKWARDS
4073,-4.60,103.13,16.55,FALLING_BACKWARDS
4146,-4.60,103.13,16.55,FALLING_BACKWARDS
4219,-4.60,103.13,16.55,FALLING_BACKWARDS
4291,-4.60,103.13,16.55,FALLING_BACKWARDS
4364,-4.60,103.13,16.55,FALLING_BACKWARDS
4437,-4.60,103.13,16.55,FALLING_BACKWARDS
