TIME,X,Y,Z,ACTION
103,-0.49,-0.01,10.21,FALLING_FORWARD
166,-0.36,-0.65,10.00,FALLING_FORWARD
179,-0.38,-0.67,10.00,FALLING_FORWARD
192,-0.46,-0.62,10.07,FALLING_FORWARD
205,-0.50,-0.47,10.18,FALLING_FORWARD
218,-0.52,-0.31,10.10,FALLING_FORWARD
231,-0.63,-0.16,9.90,FALLING_FORWARD
244,-0.58,-0.13,9.64,FALLING_FORWARD
257,-0.43,-0.10,9.43,FALLING_FORWARD
270,-0.39,-0.13,9.32,FALLING_FORWARD
283,-0.31,-0.24,9.30,FALLING_FORWARD
296,-0.27,-0.33,9.26,FALLING_FORWARD
309,-0.27,-0.40,9.17,FALLING_FORWARD
322,-0.32,-0.46,9.27,FALLING_FORWARD
335,-0.41,-0.40,9.47,FALLING_FORWARD
348,-0.57,-0.37,9.40,FALLING_FORWARD
361,-0.65,-0.21,9.32,FALLING_FORWARD
374,-0.70,0.00,9.46,FALLING_FORWARD
387,-0.80,0.12,9.44,FALLING_FORWARD
400,-0.71,0.21,9.39,FALLING_FORWARD
413,-0.65,0.31,9.36,FALLING_FORWARD
426,-0.64,0.27,9.25,FALLING_FORWARD
439,-0.57,0.34,9.15,FALLING_FORWARD
452,-0.49,0.51,9.17,FALLING_FORWARD
465,-0.32,0.82,9.25,FALLING_FORWARD
478,-0.31,1.27,9.70,FALLING_FORWARD
491,-0.23,1.41,10.01,FALLING_FORWARD
504,-0.09,1.42,9.98,FALLING_FORWARD
517,-0.04,1.22,9.76,FALLING_FORWARD
530,-0.14,1.05,9.58,FALLING_FORWARD
543,-0.21,0.96,9.50,FALLING_FORWARD
556,-0.40,0.94,9.65,FALLING_FORWARD
569,-0.57,1.07,9.93,FALLING_FORWARD
582,-0.57,1.20,9.91,FALLING_FORWARD
595,-0.50,1.16,9.84,FALLING_FORWARD
608,-0.35,1.08,9.84,FALLING_FORWARD
621,-0.42,0.90,9.96,FALLING_FORWARD
634,-0.58,0.71,10.20,FALLING_FORWARD
647,-0.70,0.79,10.39,FALLING_FORWARD
660,-0.94,0.83,10.44,FALLING_FORWARD
673,-1.19,1.13,10.41,FALLING_FORWARD
686,-1.32,1.39,10.27,FALLING_FORWARD
699,-1.28,1.57,10.00,FALLING_FORWARD
712,-1.35,1.70,9.75,FALLING_FORWARD
725,-1.28,1.82,9.77,FALLING_FORWARD
738,-1.33,1.95,9.65,FALLING_FORWARD
751,-1.13,2.37,9.33,FALLING_FORWARD
764,-0.96,2.10,9.36,FALLING_FORWARD
777,-1.40,0.99,9.22,FALLING_FORWARD
790,-1.79,0.81,9.08,FALLING_FORWARD
803,-1.54,0.97,9.08,FALLING_FORWARD
816,-1.39,0.80,9.08,FALLING_FORWARD
829,-1.24,0.10,9.07,FALLING_FORWARD
842,-0.44,-0.91,9.05,FALLING_FORWARD
855,-0.83,-1.26,8.83,FALLING_FORWARD
868,-0.81,-1.35,8.79,FALLING_FORWARD
881,-1.01,-1.09,8.85,FALLING_FORWARD
894,-1.02,-0.68,9.17,FALLING_FORWARD
907,-1.08,-0.33,9.54,FALLING_FORWARD
920,-1.02,-0.17,9.82,FALLING_FORWARD
933,-1.41,-0.29,10.16,FALLING_FORWARD
946,-1.61,-0.44,10.43,FALLING_FORWARD
959,-1.96,-0.36,10.14,FALLING_FORWARD
972,-2.11,-0.39,9.77,FALLING_FORWARD
985,-1.88,-0.68,9.53,FALLING_FORWARD
998,-1.63,-0.99,9.35,FALLING_FORWARD
1011,-1.53,-1.09,9.12,FALLING_FORWARD
1024,-1.59,-1.14,9.02,FALLING_FORWARD
1037,-1.57,-1.02,9.10,FALLING_FORWARD
1050,-1.53,-0.73,9.11,FALLING_FORWARD
1063,-1.48,-0.40,9.02,FALLING_FORWARD
1076,-1.51,-0.23,8.96,FALLING_FORWARD
1089,-1.43,-0.18,9.06,FALLING_FORWARD
1102,-1.41,-0.38,9.08,FALLING_FORWARD
1115,-1.58,-0.68,8.93,FALLING_FORWARD
1128,-1.59,-0.80,8.79,FALLING_FORWARD
1141,-1.56,-0.75,8.75,FALLING_FORWARD
1154,-1.46,-0.73,8.79,FALLING_FORWARD
1167,-1.52,-0.79,8.66,FALLING_FORWARD
1180,-1.40,-0.75,8.59,FALLING_FORWARD
1193,-1.15,-0.72,8.65,FALLING_FORWARD
1206,-1.00,-0.64,8.59,FALLING_FORWARD
