TIME,X,Y,Z,ACTION
103,-0.67,0.62,9.68,BENDING_DOWN
166,-0.82,0.08,9.80,BENDING_DOWN
179,-0.83,0.15,9.83,BENDING_DOWN
192,-0.89,0.20,9.79,BENDING_DOWN
205,-0.89,0.22,9.73,BENDING_DOWN
218,-0.86,0.24,9.71,BENDING_DOWN
231,-0.82,0.29,9.72,BENDING_DOWN
244,-0.75,0.40,9.69,BENDING_DOWN
257,-0.70,0.42,9.59,BENDING_DOWN
270,-0.68,0.41,9.55,BENDING_DOWN
283,-0.63,0.38,9.47,BENDING_DOWN
296,-0.59,0.32,9.52,BENDING_DOWN
309,-0.55,0.37,9.51,BENDING_DOWN
322,-0.58,0.41,9.50,BENDING_DOWN
335,-0.58,0.47,9.48,BENDING_DOWN
348,-0.54,0.49,9.48,BENDING_DOWN
361,-0.48,0.51,9.51,BENDING_DOWN
374,-0.45,0.53,9.54,BENDING_DOWN
387,-0.43,0.45,9.52,BENDING_DOWN
400,-0.44,0.43,9.61,BENDING_DOWN
413,-0.47,0.44,9.62,BENDING_DOWN
426,-0.43,0.51,9.62,BENDING_DOWN
439,-0.44,0.55,9.58,BENDING_DOWN
452,-0.39,0.56,9.55,BENDING_DOWN
465,-0.30,0.52,9.45,BENDING_DOWN
478,-0.24,0.39,9.40,BENDING_DOWN
491,-0.19,0.32,9.46,BENDING_DOWN
504,-0.16,0.46,9.53,BENDING_DOWN
517,-0.18,0.56,9.51,BENDING_DOWN
530,-0.27,0.57,9.44,BENDING_DOWN
543,-0.32,0.58,9.35,BENDING_DOWN
556,-0.34,0.54,9.36,BENDING_DOWN
569,-0.33,0.59,9.34,BENDING_DOWN
582,-0.31,0.61,9.28,BENDING_DOWN
595,-0.34,0.65,9.22,BENDING_DOWN
608,-0.34,0.70,9.10,BENDING_DOWN
621,-0.35,0.86,8.94,BENDING_DOWN
634,-0.36,1.04,8.80,BENDING_DOWN
647,-0.39,1.23,8.68,BENDING_DOWN
660,-0.38,1.36,8.69,BENDING_DOWN
673,-0.43,1.40,8.74,BENDING_DOWN
686,-0.53,1.35,8.79,BENDING_DOWN
699,-0.68,1.22,8.82,BENDING_DOWN
712,-0.88,1.15,8.70,BENDING_DOWN
725,-0.93,1.31,8.61,BENDING_DOWN
738,-0.84,1.28,8.46,BENDING_DOWN
751,-0.71,1.27,8.18,BENDING_DOWN
764,-0.55,1.25,7.94,BENDING_DOWN
777,-0.38,1.19,7.92,BENDING_DOWN
