TIME,X,Y,Z,ACTION
103,0.09,-0.77,9.72,FALLING_BACKWARDS
166,0.40,-1.08,7.93,FALLING_BACKWARDS
179,0.36,-1.19,8.00,FALLING_BACKWARDS
192,0.20,-1.28,8.47,FALLING_BACKWARDS
205,0.16,-1.30,8.60,FALLING_BACKWARDS
218,-0.07,-1.39,8.42,FALLING_BACKWARDS
231,-0.16,-1.43,8.40,FALLING_BACKWARDS
244,0.05,-1.31,8.49,FALLING_BACKWARDS
257,0.22,-0.89,8.94,FALLING_BACKWARDS
270,0.32,-0.54,9.34,FALLING_BACKWARDS
283,0.48,-0.41,9.32,FALLING_BACKWARDS
296,0.52,-0.46,9.14,FALLING_BACKWARDS
309,0.57,-0.69,8.91,FALLING_BACKWARDS
322,0.53,-0.93,8.91,FALLING_BACKWARDS
335,0.46,-1.23,8.83,FALLING_BACKWARDS
348,0.32,-1.40,8.82,FALLING_BACKWARDS
361,0.02,-1.51,9.28,FALLING_BACKWARDS
374,-0.08,-1.47,10.05,FALLING_BACKWARDS
387,0.06,-1.36,10.84,FALLING_BACKWARDS
400,0.35,-1.01,11.25,FALLING_BACKWARDS
413,0.67,-0.63,11.40,FALLING_BACKWARDS
426,0.87,-0.30,11.38,FALLING_BACKWARDS
439,1.16,-0.14,11.20,FALLING_BACKWARDS
452,1.56,-0.23,10.86,FALLING_BACKWARDS
465,1.62,-0.79,10.73,FALLING_BACKWARDS
478,1.58,-1.26,10.73,FALLING_BACKWARDS
491,1.29,-1.60,10.95,FALLING_BACKWARDS
504,1.06,-1.56,11.43,FALLING_BACKWARDS
517,1.11,-1.19,11.78,FALLING_BACKWARDS
530,1.30,-1.15,11.80,FALLING_BACKWARDS
543,1.62,-1.20,11.71,FALLING_BACKWARDS
556,1.86,-1.39,11.44,FALLING_BACKWARDS
569,1.94,-1.48,11.20,FALLING_BACKWARDS
582,1.92,-1.40,10.98,FALLING_BACKWARDS
595,1.88,-1.18,10.77,FALLING_BACKWARDS
608,1.77,-1.03,10.44,FALLING_BACKWARDS
621,1.47,-0.97,10.11,FALLING_BACKWARDS
634,0.87,-0.80,9.92,FALLING_BACKWARDS
647,0.00,-0.55,9.88,FALLING_BACKWARDS
660,-0.87,-0.20,9.67,FALLING_BACKWARDS
673,-1.28,0.20,9.20,FALLING_BACKWARDS
686,-1.42,0.47,8.70,FALLING_BACKWARDS
699,-1.49,0.39,8.34,FALLING_BACKWARDS
712,-1.70,-0.27,8.23,FALLING_BACKWARDS
725,-1.75,-0.77,8.31,FALLING_BACKWARDS
738,-2.15,-0.81,8.64,FALLING_BACKWARDS
751,-2.50,-1.06,9.03,FALLING_BACKWARDS
764,-2.74,-1.12,8.98,FALLING_BACKWARDS
777,-2.93,-1.04,8.76,FALLING_BACKWARDS
790,-2.85,-1.04,8.57,FALLING_BACKWARDS
803,-2.61,-1.22,8.46,FALLING_BACKWARDS
