TIME,X,Y,Z,ACTION
103,1.39,0.84,8.86,WALKING
166,1.07,0.98,10.25,WALKING
179,0.91,0.83,10.44,WALKING
192,0.77,0.70,10.57,WALKING
208,0.66,0.59,10.71,WALKING
221,0.59,0.56,10.74,WALKING
234,0.52,0.54,10.67,WALKING
247,0.39,0.49,10.57,WALKING
260,0.24,0.49,10.42,WALKING
273,0.16,0.56,10.31,WALKING
286,0.20,0.71,10.25,WALKING
299,0.39,0.94,10.30,WALKING
312,0.69,1.16,10.33,WALKING
325,0.84,1.21,10.36,WALKING
338,0.62,1.03,10.34,WALKING
351,0.35,0.83,10.25,WALKING
364,0.19,0.69,10.22,WALKING
377,0.09,0.61,10.21,WALKING
390,-0.12,0.52,10.20,WALKING
403,-0.47,0.38,10.19,WALKING
416,-0.77,0.22,10.13,WALKING
429,-1.15,0.10,10.06,WALKING
444,-1.49,0.04,10.00,WALKING
457,-1.59,0.10,9.99,WALKING
470,-1.58,0.27,10.03,WALKING
483,-1.51,0.43,10.06,WALKING
496,-1.44,0.53,10.08,WALKING
509,-1.50,0.52,10.07,WALKING
522,-1.70,0.42,10.00,WALKING
535,-1.81,0.43,9.97,WALKING
548,-1.82,0.49,9.96,WALKING
561,-1.71,0.60,9.80,WALKING
574,-1.51,0.74,9.48,WALKING
587,-1.26,0.85,9.11,WALKING
600,-0.96,0.97,8.67,WALKING
613,-0.71,1.09,8.24,WALKING
626,-0.40,1.29,7.93,WALKING
639,-0.00,1.51,7.57,WALKING
652,0.37,1.64,7.21,WALKING
667,0.77,1.66,6.85,WALKING
680,0.73,1.53,6.86,WALKING
693,0.74,1.41,6.91,WALKING
706,0.68,1.27,6.98,WALKING
719,0.93,1.05,6.70,WALKING
732,0.73,0.81,7.19,WALKING
745,0.80,0.60,7.77,WALKING
758,1.10,0.10,8.09,WALKING
771,0.93,-0.58,9.03,WALKING
784,0.77,-1.18,9.93,WALKING
797,0.79,-1.61,10.91,WALKING
810,0.88,-1.87,11.99,WALKING
823,0.94,-1.73,12.58,WALKING
836,0.93,-1.32,12.69,WALKING
849,0.94,-1.20,12.56,WALKING
862,0.99,-1.45,12.06,WALKING
875,0.96,-1.84,11.65,WALKING
888,0.73,-2.06,11.38,WALKING
903,0.31,-2.13,11.42,WALKING
916,-0.06,-2.12,11.52,WALKING
929,-0.38,-1.51,11.28,WALKING
942,-0.53,-1.38,11.06,WALKING
955,-0.71,-1.87,10.93,WALKING
968,-0.95,-2.08,10.58,WALKING
981,-0.71,-2.09,10.06,WALKING
994,-0.71,-2.37,9.64,WALKING
1007,-0.71,-2.60,9.28,WALKING
1020,-0.77,-2.63,8.92,WALKING
