TIME,X,Y,Z,ACTION
103,-0.36,0.31,9.57,BENDING_DOWN
166,0.15,0.17,9.00,BENDING_DOWN
179,0.20,0.34,8.89,BENDING_DOWN
192,0.27,0.47,8.90,BENDING_DOWN
205,0.30,0.54,9.08,BENDING_DOWN
218,0.31,0.57,9.25,BENDING_DOWN
231,0.34,0.59,9.30,BENDING_DOWN
244,0.40,0.70,9.34,BENDING_DOWN
257,0.41,0.73,9.25,BENDING_DOWN
270,0.36,0.66,9.21,BENDING_DOWN
283,0.29,0.61,9.22,BENDING_DOWN
296,0.15,0.57,9.41,BENDING_DOWN
309,0.06,0.60,9.59,BENDING_DOWN
322,-0.01,0.62,9.81,BENDING_DOWN
335,0.03,0.62,10.01,BENDING_DOWN
348,0.23,0.62,10.20,BENDING_DOWN
361,0.37,0.50,10.27,BENDING_DOWN
374,0.38,0.41,10.25,BENDING_DOWN
387,0.40,0.40,10.18,BENDING_DOWN
400,0.42,0.40,10.11,BENDING_DOWN
413,0.49,0.48,9.93,BENDING_DOWN
426,0.57,0.52,9.86,BENDING_DOWN
439,0.61,0.55,9.95,BENDING_DOWN
452,0.68,0.58,10.09,BENDING_DOWN
465,0.71,0.57,10.08,BENDING_DOWN
478,0.72,0.48,10.00,BENDING_DOWN
491,0.73,0.38,9.89,BENDING_DOWN
504,0.78,0.21,9.77,BENDING_DOWN
517,0.69,0.05,9.55,BENDING_DOWN
530,0.46,-0.12,9.20,BENDING_DOWN
543,0.17,-0.15,8.78,BENDING_DOWN
556,-0.09,-0.03,8.30,BENDING_DOWN
569,-0.25,0.14,7.91,BENDING_DOWN
582,-0.21,0.36,7.69,BENDING_DOWN
595,-0.17,0.68,7.59,BENDING_DOWN
608,-0.08,1.07,7.66,BENDING_DOWN
621,0.00,1.22,7.79,BENDING_DOWN
634,0.01,1.14,7.96,BENDING_DOWN
647,-0.14,0.98,8.15,BENDING_DOWN
660,-0.32,0.88,8.15,BENDING_DOWN
673,-0.45,0.76,8.03,BENDING_DOWN
686,-0.63,0.70,7.89,BENDING_DOWN
699,-0.79,0.73,7.82,BENDING_DOWN
712,-0.92,0.56,7.95,BENDING_DOWN
725,-1.04,0.27,8.11,BENDING_DOWN
738,-0.95,0.25,8.05,BENDING_DOWN
751,-0.65,0.47,7.79,BENDING_DOWN
764,-0.53,0.54,7.49,BENDING_DOWN
777,-0.60,0.41,7.24,BENDING_DOWN
790,-0.69,0.19,7.08,BENDING_DOWN
803,-0.84,0.01,7.07,BENDING_DOWN
816,-1.07,-0.10,7.21,BENDING_DOWN
829,-1.28,-0.13,7.21,BENDING_DOWN
842,-1.38,-0.12,7.18,BENDING_DOWN
855,-1.33,-0.07,7.08,BENDING_DOWN
868,-1.15,-0.08,6.96,BENDING_DOWN
881,-0.86,-0.08,6.81,BENDING_DOWN
894,-0.73,-0.12,6.79,BENDING_DOWN
907,-0.79,-0.17,7.04,BENDING_DOWN
920,-1.00,-0.29,7.38,BENDING_DOWN
933,-1.23,-0.42,7.64,BENDING_DOWN
946,-1.39,-0.48,7.77,BENDING_DOWN
959,-1.43,-0.47,7.85,BENDING_DOWN
972,-1.29,-0.48,8.01,BENDING_DOWN
985,-1.14,-0.38,8.31,BENDING_DOWN
998,-1.04,-0.38,8.66,BENDING_DOWN
1011,-1.30,-0.51,9.05,BENDING_DOWN
1024,-1.65,-0.57,9.24,BENDING_DOWN
1037,-1.86,-0.63,9.32,BENDING_DOWN
1050,-1.94,-0.72,9.51,BENDING_DOWN
1063,-1.83,-0.77,9.70,BENDING_DOWN
1076,-1.60,-0.62,9.84,BENDING_DOWN
1089,-1.44,-0.66,10.04,BENDING_DOWN
1102,-1.66,-0.93,10.13,BENDING_DOWN
1115,-1.87,-1.29,10.05,BENDING_DOWN
1128,-1.93,-1.71,10.02,BENDING_DOWN
1141,-1.79,-1.97,10.19,BENDING_DOWN
1154,-1.59,-1.95,10.38,BENDING_DOWN
1167,-1.24,-1.84,10.29,BENDING_DOWN
1180,-1.09,-1.69,9.96,BENDING_DOWN
1193,-1.10,-1.74,9.55,BENDING_DOWN
1206,-1.28,-1.83,9.10,BENDING_DOWN
1219,-1.25,-1.92,8.90,BENDING_DOWN
1232,-1.06,-2.12,9.19,BENDING_DOWN
1245,-1.00,-2.19,9.89,BENDING_DOWN
1258,-0.96,-1.90,10.48,BENDING_DOWN
1271,-1.00,-1.58,10.86,BENDING_DOWN
1284,-1.19,-1.44,10.90,BENDING_DOWN
1297,-1.35,-1.47,10.54,BENDING_DOWN
1310,-1.39,-1.53,10.16,BENDING_DOWN
1323,-1.32,-1.71,10.24,BENDING_DOWN
1336,-1.28,-1.91,10.52,BENDING_DOWN
1349,-1.24,-1.79,10.84,BENDING_DOWN
1362,-1.24,-1.51,11.08,BENDING_DOWN
1375,-1.38,-1.19,11.56,BENDING_DOWN
1388,-1.66,-1.16,11.79,BENDING_DOWN
1401,-1.65,-1.27,11.50,BENDING_DOWN
1414,-1.51,-1.37,11.20,BENDING_DOWN
1427,-1.33,-1.38,11.09,BENDING_DOWN
1440,-1.10,-1.23,11.22,BENDING_DOWN
1453,-1.02,-1.12,11.34,BENDING_DOWN
1466,-1.06,-1.01,11.38,BENDING_DOWN
1479,-1.10,-0.92,11.26,BENDING_DOWN
1492,-1.03,-1.02,11.11,BENDING_DOWN
1505,-0.92,-1.22,11.00,BENDING_DOWN
1518,-0.69,-1.37,10.93,BENDING_DOWN
1531,-0.42,-1.41,10.89,BENDING_DOWN
1544,-0.36,-1.41,10.89,BENDING_DOWN
1557,-0.45,-1.31,10.85,BENDING_DOWN
1570,-0.54,-1.24,10.70,BENDING_DOWN
1583,-0.63,-1.25,10.56,BENDING_DOWN
1596,-0.64,-1.36,10.57,BENDING_DOWN
1609,-0.56,-1.36,10.65,BENDING_DOWN
1622,-0.46,-1.27,10.67,BENDING_DOWN
1635,-0.35,-1.16,10.64,BENDING_DOWN
1648,-0.31,-1.15,10.55,BENDING_DOWN
1673,-0.50,-1.26,10.35,BENDING_DOWN
1686,-0.61,-1.29,10.24,BENDING_DOWN
1699,-0.66,-1.20,10.11,BENDING_DOWN
1712,-0.59,-1.10,10.00,BENDING_DOWN
1725,-0.50,-1.04,10.02,BENDING_DOWN
1738,-0.51,-1.04,10.01,BENDING_DOWN
1751,-0.47,-1.08,9.91,BENDING_DOWN
1764,-0.44,-1.11,9.68,BENDING_DOWN
1777,-0.30,-1.06,9.62,BENDING_DOWN
1790,-0.20,-1.07,9.75,BENDING_DOWN
1803,-0.18,-1.01,9.98,BENDING_DOWN
1816,-0.26,-1.00,10.16,BENDING_DOWN
1829,-0.42,-1.01,10.47,BENDING_DOWN
1842,-0.71,-1.10,10.62,BENDING_DOWN
1855,-0.86,-1.21,10.52,BENDING_DOWN
1868,-0.82,-1.20,10.58,BENDING_DOWN
1881,-0.66,-0.98,10.78,BENDING_DOWN
1894,-0.51,-0.68,10.90,BENDING_DOWN
1907,-0.52,-0.50,10.95,BENDING_DOWN
1920,-0.64,-0.49,10.98,BENDING_DOWN
1933,-0.73,-0.68,10.85,BENDING_DOWN
1946,-0.83,-0.94,10.66,BENDING_DOWN
1959,-0.90,-1.08,10.44,BENDING_DOWN
1972,-0.90,-0.92,10.40,BENDING_DOWN
1985,-0.89,-0.55,10.48,BENDING_DOWN
1998,-0.87,-0.15,10.56,BENDING_DOWN
2011,-0.77,0.10,10.43,BENDING_DOWN
2024,-0.60,0.31,10.57,BENDING_DOWN
