TIME,X,Y,Z,ACTION
103,0.06,1.23,9.65,BENDING_DOWN
166,-0.14,0.95,9.98,BENDING_DOWN
179,-0.16,0.86,9.97,BENDING_DOWN
192,-0.13,0.82,9.85,BENDING_DOWN
205,-0.10,0.87,9.76,BENDING_DOWN
218,-0.09,1.12,9.68,BENDING_DOWN
231,-0.05,1.63,9.71,BENDING_DOWN
244,0.02,1.93,9.93,BENDING_DOWN
257,-0.07,1.65,10.29,BENDING_DOWN
270,-0.17,1.13,10.47,BENDING_DOWN
283,-0.23,0.67,10.60,BENDING_DOWN
296,-0.31,0.34,10.64,BENDING_DOWN
309,-0.49,0.10,10.60,BENDING_DOWN
322,-0.60,0.03,10.44,BENDING_DOWN
335,-0.73,0.13,10.29,BENDING_DOWN
348,-0.79,0.26,10.17,BENDING_DOWN
361,-0.83,0.25,10.04,BENDING_DOWN
374,-0.82,0.18,9.90,BENDING_DOWN
387,-0.79,0.09,9.76,BENDING_DOWN
400,-0.77,-0.00,9.68,BENDING_DOWN
413,-0.78,-0.06,9.68,BENDING_DOWN
426,-0.80,-0.14,9.80,BENDING_DOWN
439,-0.80,-0.23,9.79,BENDING_DOWN
452,-0.84,-0.37,9.75,BENDING_DOWN
465,-0.74,-0.49,9.53,BENDING_DOWN
478,-0.76,-0.51,9.36,BENDING_DOWN
491,-0.72,-0.38,9.15,BENDING_DOWN
504,-0.63,-0.18,9.01,BENDING_DOWN
517,-0.52,-0.00,9.07,BENDING_DOWN
530,-0.49,0.08,9.17,BENDING_DOWN
543,-0.55,0.20,9.26,BENDING_DOWN
556,-0.61,0.33,9.33,BENDING_DOWN
569,-0.62,0.28,9.44,BENDING_DOWN
582,-0.66,0.07,9.70,BENDING_DOWN
595,-0.74,-0.16,9.90,BENDING_DOWN
608,-0.83,-0.36,9.92,BENDING_DOWN
621,-0.83,-0.52,9.77,BENDING_DOWN
634,-0.84,-0.57,9.66,BENDING_DOWN
647,-0.79,-0.58,9.55,BENDING_DOWN
660,-0.77,-0.50,9.46,BENDING_DOWN
673,-0.76,-0.44,9.41,BENDING_DOWN
686,-0.71,-0.42,9.43,BENDING_DOWN
699,-0.67,-0.40,9.49,BENDING_DOWN
712,-0.60,-0.27,9.48,BENDING_DOWN
725,-0.48,-0.03,9.34,BENDING_DOWN
738,-0.36,0.24,9.21,BENDING_DOWN
751,-0.25,0.53,9.22,BENDING_DOWN
764,-0.16,0.53,9.59,BENDING_DOWN
777,-0.24,0.25,10.00,BENDING_DOWN
790,-0.47,-0.03,10.20,BENDING_DOWN
803,-0.71,-0.19,10.22,BENDING_DOWN
816,-0.92,-0.23,10.22,BENDING_DOWN
829,-1.06,-0.36,10.26,BENDING_DOWN
842,-1.13,-0.44,10.31,BENDING_DOWN
855,-1.14,-0.46,10.29,BENDING_DOWN
868,-1.07,-0.38,10.21,BENDING_DOWN
881,-0.97,-0.20,9.96,BENDING_DOWN
894,-0.82,-0.02,9.67,BENDING_DOWN
907,-0.62,0.16,9.43,BENDING_DOWN
920,-0.46,0.29,9.46,BENDING_DOWN
933,-0.36,0.44,9.48,BENDING_DOWN
946,-0.28,0.60,9.52,BENDING_DOWN
959,-0.27,0.72,9.52,BENDING_DOWN
972,-0.27,0.69,9.49,BENDING_DOWN
