X,Y,Z,FALL,ACTION
0.00,0.00,1.00,False,SITTING
0.06,-0.06,1.01,False,SITTING
0.17,0.23,1.74,False,SITTING
0.70,0.47,1.67,False,SITTING
0.28,0.68,0.95,False,SITTING
0.57,0.62,0.96,False,SITTING
0.55,0.54,0.59,False,SITTING
0.57,0.42,0.60,False,SITTING
0.62,0.26,0.25,False,SITTING
0.68,0.13,0.08,False,SITTING
0.65,0.10,-0.07,False,SITTING
0.59,-0.18,0.00,False,SITTING
0.86,0.05,-0.31,False,SITTING
0.84,0.07,0.10,False,SITTING
0.88,0.06,-0.17,False,SITTING
0.78,0.21,0.47,False,SITTING
0.82,0.15,0.12,False,SITTING
0.88,0.35,0.44,False,SITTING
0.86,0.49,0.22,False,SITTING
1.15,0.16,0.61,False,SITTING
0.97,0.51,0.72,False,SITTING
0.86,0.37,0.49,False,SITTING
0.73,0.49,0.66,False,SITTING
0.55,0.29,0.82,False,SITTING
0.73,0.37,0.80,False,SITTING
0.75,0.42,0.73,False,SITTING
0.72,0.55,0.83,False,SITTING
0.68,0.36,0.73,False,SITTING
0.68,0.58,0.91,False,SITTING
0.97,0.64,0.98,False,SITTING
0.81,0.47,0.84,False,SITTING
1.02,0.44,0.97,False,SITTING
0.59,0.34,0.71,False,SITTING
0.89,0.51,1.01,False,SITTING
0.63,0.30,0.63,False,SITTING
0.62,0.48,0.79,False,SITTING
0.17,0.43,0.66,False,SITTING
0.29,0.41,0.75,False,SITTING
0.30,0.40,0.65,False,SITTING
0.11,0.39,0.87,False,SITTING
0.31,0.43,0.73,False,SITTING
-0.01,0.26,0.72,False,SITTING
0.57,0.40,0.65,False,SITTING
0.51,0.28,0.74,False,SITTING
0.37,0.24,0.77,False,SITTING
0.52,0.19,0.83,False,SITTING
0.56,0.17,0.88,False,SITTING
0.73,-0.10,0.51,False,SITTING
0.84,-0.04,0.71,False,SITTING
0.81,-0.18,0.79,False,SITTING
0.85,-0.07,0.67,False,SITTING
0.79,-0.17,0.77,False,SITTING
0.83,-0.05,0.67,False,SITTING
1.11,0.16,0.79,False,SITTING
0.91,0.13,0.50,False,SITTING
1.36,0.32,0.67,False,SITTING
1.24,0.30,0.56,False,SITTING
1.15,0.31,0.61,False,SITTING
0.92,0.16,0.31,False,SITTING
0.97,0.25,0.36,False,SITTING
