X,Y,Z,FALL,ACTION
0.00,-0.03,1.00,False,SITTING
0.01,0.38,1.41,False,SITTING
-0.07,0.53,1.37,False,SITTING
-0.04,0.51,1.22,False,SITTING
0.54,0.68,0.54,False,SITTING
0.27,0.68,1.30,False,SITTING
0.61,0.30,0.51,False,SITTING
0.54,0.75,0.57,False,SITTING
0.37,0.24,0.26,False,SITTING
0.59,0.36,0.24,False,SITTING
0.60,0.38,0.21,False,SITTING
0.71,0.74,0.19,False,SITTING
0.73,0.46,0.26,False,SITTING
0.73,0.84,0.29,False,SITTING
0.63,0.47,0.18,False,SITTING
0.56,0.71,0.22,False,SITTING
0.63,0.52,0.27,False,SITTING
0.84,0.63,0.21,False,SITTING
0.59,0.83,0.56,False,SITTING
0.63,0.87,0.53,False,SITTING
0.42,0.67,0.66,False,SITTING
0.49,0.96,0.85,False,SITTING
0.36,0.77,0.73,False,SITTING
0.49,0.60,0.75,False,SITTING
0.39,0.45,0.77,False,SITTING
0.37,0.56,0.62,False,SITTING
0.20,0.51,0.87,False,SITTING
0.38,0.45,0.81,False,SITTING
0.29,0.76,0.95,False,SITTING
0.19,0.60,0.94,False,SITTING
0.57,0.71,0.87,False,SITTING
0.37,0.50,0.76,False,SITTING
0.38,0.85,0.81,False,SITTING
0.30,0.60,0.87,False,SITTING
0.64,1.18,0.67,False,SITTING
0.29,0.83,0.72,False,SITTING
0.18,1.11,0.70,False,SITTING
0.33,0.73,0.58,False,SITTING
0.22,0.66,0.76,False,SITTING
0.05,0.60,0.73,False,SITTING
-0.21,0.52,0.80,False,SITTING
0.12,0.83,0.63,False,SITTING
-0.25,0.56,0.66,False,SITTING
-0.31,0.64,0.70,False,SITTING
-0.09,0.53,0.46,False,SITTING
-0.15,0.11,0.36,False,SITTING
0.35,0.58,0.43,False,SITTING
0.24,0.40,0.63,False,SITTING
0.21,0.09,0.67,False,SITTING
0.91,0.79,0.75,False,SITTING
0.79,0.61,0.44,False,SITTING
0.85,0.76,0.60,False,SITTING
0.65,0.65,0.56,False,SITTING
0.88,0.54,0.42,False,SITTING
0.83,0.69,0.58,False,SITTING
1.23,0.64,0.42,False,SITTING
1.05,0.50,0.40,False,SITTING
0.90,0.43,0.33,False,SITTING
1.15,0.60,0.40,False,SITTING
0.96,0.61,0.50,False,SITTING
0.91,0.35,0.28,False,SITTING
0.99,0.28,0.18,False,SITTING
1.03,0.36,0.19,False,SITTING
0.88,0.36,0.21,False,SITTING
0.99,0.42,0.18,False,SITTING
0.99,0.45,0.20,False,SITTING
